time_start,time_end,cloud_description,clouds,precip,temperature,icon,code
2018-11-27,2018-11-28,Broken_clouds,59.71,0.0,26.79,c03d,803
2018-11-28,2018-11-29,Broken_clouds,65.33,0.0,22.33,c03n,803
2018-11-29,2018-11-30,Broken_clouds,68.0,0.0,22.0,c03n,803
2018-11-30,2018-12-01,Broken_clouds,56.17,0.0,27.0,c03d,803
2018-12-01,2018-12-02,Broken_clouds,58.19,0.0,24.5,c03n,803
2018-12-02,2018-12-03,Broken_clouds,63.67,0.0,28.0,c03d,803
2018-12-03,2018-12-04,Broken_clouds,63.71,0.0,27.57,c03d,803
2018-12-04,2018-12-05,Broken_clouds,68.5,0.0,22.5,c03n,803
2018-12-05,2018-12-06,Broken_clouds,50.33,0.0,28.33,c03d,803
2018-12-06,2018-12-07,Broken_clouds,46.0,0.0,26.33,c03n,803
2018-12-07,2018-12-08,Broken_clouds,53.2,0.0,24.0,c03n,803
2018-12-08,2018-12-09,Broken_clouds,46.43,0.0,22.29,c03n,803
2018-12-09,2018-12-10,Broken_clouds,52.0,0.0,23.71,c03n,803
2018-12-10,2018-12-11,Broken_clouds,56.83,0.0,28.33,c03d,803
2018-12-11,2018-12-12,Broken_clouds,70.0,0.0,32.0,c03d,803
2018-12-12,2018-12-13,Broken_clouds,56.0,0.0,25.6,c03d,803
2018-12-13,2018-12-14,Broken_clouds,59.83,0.0,26.0,c03d,803
2018-12-14,2018-12-15,Broken_clouds,50.75,0.0,28.38,c03d,803
2018-12-15,2018-12-16,Broken_clouds,56.0,0.0,26.1,c03n,803
2018-12-16,2018-12-17,Broken_clouds,55.11,0.0,24.33,c03n,803
2018-12-17,2018-12-18,Broken_clouds,46.0,0.0,24.5,c03n,803
2018-12-18,2018-12-19,Broken_clouds,55.36,0.0,25.64,c03d,803
2018-12-19,2018-12-20,Broken_clouds,,,,,
2018-12-20,2018-12-21,Broken_clouds,58.2,0.0,27.0,c03d,803
2018-12-21,2018-12-22,Broken_clouds,52.0,0.0,26.38,c03d,803
2018-12-22,2018-12-23,Broken_clouds,59.73,0.0,27.0,c03d,803
2018-12-23,2018-12-24,Broken_clouds,62.4,0.0,28.0,c03d,803
2018-12-24,2018-12-25,Broken_clouds,56.6,0.0,25.0,c03n,803
2018-12-25,2018-12-26,Broken_clouds,58.36,0.0,27.36,c03n,803
2018-12-26,2018-12-27,Broken_clouds,61.29,0.0,29.43,c03d,803
2018-12-27,2018-12-28,Broken_clouds,53.25,0.0,24.25,c03n,803
2018-12-28,2018-12-29,Broken_clouds,58.75,0.0,28.0,c03n,803
2018-12-29,2018-12-30,Broken_clouds,56.5,0.0,27.5,c03d,803
2018-12-30,2018-12-31,Broken_clouds,60.5,0.0,28.0,c03n,803
2018-12-31,2019-01-01,Broken_clouds,61.33,0.0,25.67,c03n,803
2019-01-01,2019-01-02,Broken_clouds,58.2,0.0,26.9,c03n,803
2019-01-02,2019-01-03,Broken_clouds,50.5,0.0,28.0,c03n,803
2019-01-03,2019-01-04,Broken_clouds,52.0,0.0,28.5,c03d,803
2019-01-04,2019-01-05,Broken_clouds,55.0,0.0,29.5,c03n,803
2019-01-05,2019-01-06,Broken_clouds,55.0,0.0,26.57,c03n,803
2019-01-06,2019-01-07,Broken_clouds,,,,,
2019-01-07,2019-01-08,Broken_clouds,57.88,0.0,27.0,c03d,803
2019-01-08,2019-01-09,Broken_clouds,,,,,
2019-01-09,2019-01-10,Broken_clouds,48.8,0.0,28.0,c03d,803
2019-01-10,2019-01-11,Broken_clouds,57.0,0.0,24.8,c03n,803
2019-01-11,2019-01-12,Broken_clouds,59.33,0.0,24.33,c03n,803
2019-01-12,2019-01-13,Broken_clouds,55.0,0.0,26.5,c03d,803
2019-01-13,2019-01-14,Broken_clouds,55.0,0.0,25.67,c03d,803
2019-01-14,2019-01-15,Broken_clouds,67.0,0.0,24.67,c03n,803
2019-01-15,2019-01-16,Broken_clouds,57.88,0.0,23.5,c03n,803
2019-01-16,2019-01-17,Broken_clouds,49.71,0.0,26.14,c03n,803
2019-01-17,2019-01-18,Broken_clouds,67.0,0.0,25.0,c03d,803
2019-01-18,2019-01-19,Broken_clouds,61.4,0.0,27.8,c03d,803
2019-01-19,2019-01-20,Broken_clouds,57.0,0.0,26.0,c03n,803
2019-01-20,2019-01-21,Broken_clouds,69.33,0.0,24.33,c03n,803
2019-01-21,2019-01-22,Broken_clouds,54.0,0.0,31.17,c03d,803
2019-01-22,2019-01-23,Broken_clouds,64.5,0.0,28.0,c03d,803
2019-01-23,2019-01-24,Broken_clouds,60.75,0.0,27.25,c03n,803
2019-01-24,2019-01-25,Broken_clouds,54.14,0.0,26.14,c03d,803
2019-01-25,2019-01-26,Broken_clouds,58.31,0.0,27.88,c03n,803
2019-01-26,2019-01-27,Broken_clouds,59.5,0.0,26.5,c03n,803
2019-01-27,2019-01-28,Broken_clouds,59.6,0.0,28.0,c03d,803
2019-01-28,2019-01-29,Broken_clouds,,,,,
2019-01-29,2019-01-30,Broken_clouds,,,,,
2019-01-30,2019-01-31,Broken_clouds,62.5,0.0,29.5,c03d,803
