time_start,time_end,cloud_description,clouds,precip,temperature,icon,code
2018-12-11,2018-12-12,Overcast_clouds,96.2,0.0,28.4,c04d,804
2018-12-12,2018-12-13,Overcast_clouds,84.7,0.0,24.2,c04n,804
2018-12-13,2018-12-14,Overcast_clouds,91.44,0.0,25.22,c04n,804
2018-12-14,2018-12-15,Overcast_clouds,90.54,0.0,24.92,c04n,804
2018-12-15,2018-12-16,Overcast_clouds,93.0,0.0,25.5,c04n,804
2018-12-16,2018-12-17,Overcast_clouds,85.91,0.0,29.91,c04d,804
2018-12-17,2018-12-18,Overcast_clouds,92.29,0.0,27.76,c04d,804
2018-12-18,2018-12-19,Overcast_clouds,86.23,0.0,23.46,c04n,804
2018-12-19,2018-12-20,Overcast_clouds,93.54,0.0,27.17,c04n,804
2018-12-20,2018-12-21,Overcast_clouds,86.6,0.0,25.47,c04n,804
2018-12-21,2018-12-22,Overcast_clouds,84.08,0.0,25.38,c04n,804
2018-12-22,2018-12-23,Overcast_clouds,86.56,0.0,24.89,c04n,804
2018-12-23,2018-12-24,Overcast_clouds,87.15,0.0,27.08,c04n,804
2018-12-24,2018-12-25,Overcast_clouds,82.64,0.0,26.79,c04n,804
2018-12-25,2018-12-26,Overcast_clouds,84.08,0.0,27.5,c04n,804
2018-12-26,2018-12-27,Overcast_clouds,91.88,0.0,25.53,c04n,804
2018-12-27,2018-12-28,Overcast_clouds,90.53,0.0,26.95,c04n,804
2018-12-28,2018-12-29,Overcast_clouds,88.89,0.0,25.11,c04n,804
2018-12-29,2018-12-30,Overcast_clouds,93.75,0.0,26.06,c04n,804
2018-12-30,2018-12-31,Overcast_clouds,86.9,0.0,28.0,c04n,804
2018-12-31,2019-01-01,Overcast_clouds,81.64,0.0,26.82,c04n,804
2019-01-01,2019-01-02,Overcast_clouds,85.4,0.0,27.4,c04n,804
2019-01-02,2019-01-03,Overcast_clouds,,,,,
2019-01-03,2019-01-04,Overcast_clouds,86.25,0.0,27.5,c04n,804
2019-01-04,2019-01-05,Overcast_clouds,87.33,0.0,25.33,c04n,804
2019-01-05,2019-01-06,Overcast_clouds,85.0,0.0,27.33,c04d,804
2019-01-06,2019-01-07,Overcast_clouds,93.3,0.0,25.83,c04n,804
2019-01-07,2019-01-08,Overcast_clouds,80.75,0.0,26.25,c04n,804
2019-01-08,2019-01-09,Overcast_clouds,85.18,0.0,26.29,c04d,804
2019-01-09,2019-01-10,Overcast_clouds,85.7,0.0,24.9,c04n,804
2019-01-10,2019-01-11,Overcast_clouds,84.43,0.0,25.43,c04d,804
2019-01-11,2019-01-12,Overcast_clouds,87.5,0.0,27.17,c04n,804
2019-01-12,2019-01-13,Overcast_clouds,86.69,0.0,25.77,c04n,804
2019-01-13,2019-01-14,Overcast_clouds,81.33,0.0,25.33,c04n,804
2019-01-14,2019-01-15,Overcast_clouds,85.78,0.0,24.78,c04n,804
2019-01-15,2019-01-16,Overcast_clouds,88.6,0.0,26.9,c04d,804
2019-01-16,2019-01-17,Overcast_clouds,94.19,0.0,25.88,c04n,804
2019-01-17,2019-01-18,Overcast_clouds,87.09,0.0,25.61,c04n,804
2019-01-18,2019-01-19,Overcast_clouds,92.86,0.0,26.0,c04n,804
2019-01-19,2019-01-20,Overcast_clouds,76.64,0.0,25.86,c04n,804
2019-01-20,2019-01-21,Overcast_clouds,81.14,0.0,26.67,c04n,804
2019-01-21,2019-01-22,Overcast_clouds,90.28,0.0,27.06,c04n,804
2019-01-22,2019-01-23,Overcast_clouds,90.14,0.0,27.0,c04n,804
2019-01-23,2019-01-24,Overcast_clouds,86.4,0.0,28.0,c04n,804
2019-01-24,2019-01-25,Overcast_clouds,94.71,0.0,27.41,c04n,804
2019-01-25,2019-01-26,Overcast_clouds,85.43,0.0,27.29,c04n,804
2019-01-26,2019-01-27,Overcast_clouds,91.39,0.0,27.61,c04n,804
2019-01-27,2019-01-28,Overcast_clouds,94.36,0.0,26.57,c04n,804
2019-01-28,2019-01-29,Overcast_clouds,92.4,0.0,25.9,c04n,804
2019-01-29,2019-01-30,Overcast_clouds,93.25,0.0,26.65,c04n,804
2019-01-30,2019-01-31,Overcast_clouds,93.62,0.0,26.19,c04n,804
