time_start,time_end,temperature,precips,clouds
2016-11-25,2016-11-26,"[23, 23, 23, 23, 23, 23, 23, 23.2, 25, 26, 26.5, 27, 29, 29.5, 31, 31, 30.3, 29.7, 29, 28, 27, 25, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 91, 95, 96, 93, 93, 93, 92, 91, 90, 90, 91, 92, 96, 96, 90, 81, 75, 72, 88, 97, 97, 97, 97]"
2016-11-26,2016-11-27,"[23, 23, 23, 23, 23, 23, 23.3, 23.7, 24.8, 25.9, 27.3, 28.6, 29.4, 30.2, 31, 32, 31.7, 31, 29, 28, 26.3, 24.7, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 85, 71, 53, 37, 26, 27, 47, 70, 60, 33, 12, 5, 12, 50, 53, 25, 20, 29, 66, 91, 97, 96, 97]"
2016-11-27,2016-11-28,"[22.7, 22.3, 22, 22, 22, 22, 21, 22, 23, 25, 26, 28, 29, 30.4, 31, 32, 32, 30, 28, 26.4, 25, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.1]","[96, 96, 96, 95, 91, 92, 97, 96, 96, 95, 95, 95, 95, 94, 77, 59, 57, 78, 95, 95, 95, 95, 95, 96]"
2016-11-28,2016-11-29,"[23, 23, 22, None, 22, 22, 22, 29, 25, 27, 27.8, 28.6, 29.4, 30.2, 31, 32, 31.6, 31, 28, 27, 25, 24, 23, 23]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 97, 97, 96, 95, 95, 94, 94, 95, 95, 94, 94, 94, 95, 90, 46, 26, 29, 41, 58, 61, 62, 71, 95]"
2016-11-29,2016-11-30,"[22, 22, 22, 22, 22, 22, 22, 23.1, 24, 24, 25.1, 26, 27, 28, 29, 31, 30, 29, 28, 27, 26.3, 25.7, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 97, 97, 97, 97, 97, 97, 97, 96, 96, 96, 96, 97, 97, 97, 97, 97, 84, 71, 59, 52, 46, 42, 35]"
2016-11-30,2016-12-01,"[24, None, None, None, None, None, None, 23.2, 23.3, 24, 26.8, 25.8, 26.9, 28.3, 28.3, 28.6, 30.1, 30, 29, 25.6, 27, 26.4, 25.8, 25.2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 37, 65, 83, 86, 76, 64, 59, 34, 11, 4, 3, 3, 3, 4, 4, 3, 4, 11, 26, 27, 34, 69, 90]"
2016-12-01,2016-12-02,"[24.6, 24.1, 23.5, 23, 23, 23, 23.3, 23.7, 24.8, 26, 27, 28, 29, 28.9, 28.9, 28, 29.4, 28, 27, 26, 26, 25, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[91, 87, 86, 84, 64, 40, 44, 58, 55, 54, 56, 58, 70, 77, 73, 61, 50, 39, 36, 38, 51, 65, 71, 78]"
2016-12-02,2016-12-03,"[23, 23, 23, 23, None, 22, 23, 24, 25, 27, 28.1, 29, 31, 31.6, 33, 32, 31.3, 30.7, 30, 29, 28, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[91, 95, 96, 96, 95, 96, 96, 96, 97, 97, 92, 78, 71, 68, 62, 49, 45, 53, 65, 72, 79, 84, 84, 85]"
2016-12-03,2016-12-04,"[25, 25, 24, 24, 24, 24, 24, 25.2, 26, 27, 28.6, 30, 31, 31.2, 30.4, 33, 33, 32, 31, 29.2, 28.1, 27.1, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1]","[89, 97, 98, 97, 97, 97, 97, 85, 62, 40, 30, 27, 19, 12, 13, 20, 22, 24, 37, 59, 81, 91, 94, 94]"
2016-12-04,2016-12-05,"[24.7, 24.3, 24, 23, 23, 24, 24, 25.2, 26.4, 27.6, 28.8, 30, 31, 32.4, 33, 34, 34, 34, 31, 29.9, 28, 26, 25, 25]","[0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 98, 98, 98, 98, 98, 98, 98, 98, 97, 97, 97, 95, 86, 86, 92, 92, 82, 62, 55, 59, 63, 64, 63]"
2016-12-05,2016-12-06,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 26, 27, 28, 28, 28, 28, 28, 28, 26, 25.9, 26, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[64, 68, 71, 74, 73, 70, 64, 56, 46, 42, 49, 55, 60, 69, 77, 76, 71, 78, 88, 89, 86, 92, 95, 94]"
2016-12-06,2016-12-07,"[24, 24, 24, 24, 24, 24, 23, 23.6, 25, 27, 29, 29, 29, 30, None, 31, 30.3, 29.7, 29, 27.7, 27, 26, 26, 25.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 94, 95, 93, 89, 84, 81, 80, 74, 58, 49, 49, 43, 40, 44, 55, 57, 56, 59, 64, 71, 75, 80, 90]"
2016-12-07,2016-12-08,"[25.6, 25.4, 25.2, 25, 25, 25, 25, 24.9, 26, 27, 27.5, 28, 29, 29, 29, 29, 29.1, 29, 29, 27.7, 26.8, 25.9, 25, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 98, 97, 97, 97, 96, 96, 96, 96, 90, 81, 74, 79, 90, 94, 95, 95, 82, 73, 87, 95, 98, 99, 99]"
2016-12-08,2016-12-09,"[24, 24, 24, 24, 24, 24, 24, 24.1, 25, 26, 27.1, 29, 29, 29.4, 31, 30, 30, 29, 28, 27.4, 27, 26.4, 25.8, 25.2]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0]","[99, 99, 99, 98, 98, 93, 87, 76, 64, 61, 67, 79, 82, 85, 92, 95, 93, 90, 82, 78, 74, 74, 81, 92]"
2016-12-09,2016-12-10,"[24.6, 24, 24, 24, 24, 24, 24.3, 24.7, 25.5, 26.3, 27.2, 28.1, 29, 30, 31, 31, 31.1, 31, 29, 27.4, 27, 26, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 97, 97, 97, 97, 97, 86, 60, 34, 21, 21, 34, 48, 83, 97, 97, 97, 93, 68, 50, 53, 54, 63, 77]"
2016-12-10,2016-12-11,"[25, 24, 24, 24, 25, 25, 25, 24.8, 26, 26, 27.4, 28.8, 30.2, 31.6, 33, 32, 32, 32, 31, 28.8, 28, 27, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[82, 94, 97, 96, 96, 96, 96, 92, 79, 48, 19, 8, 10, 19, 24, 20, 19, 32, 50, 74, 89, 94, 95, 95]"
2016-12-11,2016-12-12,"[25, 25, 25, 25, 25, 25, 24, 24.8, 26, 27, 27.7, 30, 32, 32.4, 33, 34, 33, 32, 31, 29, 28, 26, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 95, 95, 95, 95, 95, 95, 95, 89, 73, 46, 22, 22, 32, 51, 62, 65, 68, 57, 48, 50, 61, 68, 74]"
2016-12-12,2016-12-13,"[25, 24, 24, 24, 24, None, 24, 24.6, 25, 27, 28.5, 29, 31, 31.5, 32, 32, 32, 31, 30, 28.4, 27.6, 26.8, 26.2, 25.6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[78, 80, 82, 83, 86, 96, 97, 96, 96, 96, 95, 95, 95, 94, 77, 59, 59, 52, 53, 56, 56, 56, 60, 67]"
2016-12-13,2016-12-14,"[25.4, 25.2, 25.1, 25.1, 25, None, 25, 25.6, 26.2, 26.8, 27.4, 28.5, 29.5, 30.6, 30, 30, 31, 30, 29, 28, 26, 26, 25, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[74, 76, 74, 68, 58, 51, 53, 70, 74, 80, 81, 78, 69, 64, 67, 65, 53, 46, 48, 53, 68, 78, 84, 92]"
2016-12-14,2016-12-15,"[24, 24, 24, 24, 24, 24, 25, 24.9, 26, 26, 28, 30, 29, 28.8, 29, 25.3, 30, 30, 29, 28, 27, 26, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1]","[98, 98, 98, 97, 97, 97, 96, 96, 96, 96, 96, 95, 95, 95, 96, 97, 96, 96, 94, 94, 97, 98, 98, 98]"
2016-12-15,2016-12-16,"[25, 24, 24, 24, 24, 24, 24, 24.2, 25, 25.6, 26.2, 26.7, 27.3, 27.9, 28, 29, 28.7, 28.3, 28, 27.3, 27, 26.4, 25.8, 25.2]","[0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1]","[98, 98, 97, 97, 97, 96, 96, 95, 95, 96, 94, 80, 66, 65, 65, 66, 75, 81, 85, 95, 97, 98, 97, 91]"
2016-12-16,2016-12-17,"[24.6, 24, 24, 24, 24, 24, 24.3, 24.7, 25.1, 25.6, 26, 26.5, 27, 28, 27, 28, 27, 26, 26, 25.2, 24.8, 24.4, 24, 24]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[88, 89, 91, 93, 95, 94, 89, 85, 83, 77, 79, 77, 77, 82, 80, 79, 81, 81, 81, 82, 84, 95, 97, 97]"
2016-12-17,2016-12-18,"[23.7, 23.3, 23, 23, 23, 24, 24, 24.1, 26, 26, 28, 28, 30, 31.2, 32, 33, 32.9, 33, 30, 28.7, 28, 27, 26, 26]","[0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 94, 98, 97, 97, 97, 97, 96, 93, 73, 51, 30, 15, 16, 22, 41, 45, 42, 42, 41, 50, 65, 68, 71]"
2016-12-18,2016-12-19,"[25, 25, 25, 25, 25, 25, 24, 24.8, 26, 27, 29, 30, 31, 31.9, 33, 33, 32.3, 31, 30, 29.6, 28, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0.3, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[73, 72, 67, 56, 44, 32, 29, 24, 21, 12, 7, 10, 17, 24, 29, 27, 19, 18, 19, 20, 21, 24, 29, 33]"
2016-12-19,2016-12-20,"[25, 24, 24, 24, 24, 23, 24, 24.4, 26, 28, 30, 31, 32, 32.9, 34, 33, 33, 32, 31, 30.3, 29, 27, 27, 26]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1]","[33, 36, 41, 40, 35, 28, 19, 15, 11, 5, 4, 5, 9, 8, 6, 19, 45, 78, 87, 85, 84, 83, 87, 90]"
2016-12-20,2016-12-21,"[25, 24, 24, 24, 24, 24, 24, 24.2, 25, 27, 28, 30, 30, 31.5, 33, 32, 31.7, 31.3, 31, 30, 29, 29, 27, 26.6]","[0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 91, 89, 90, 91, 92, 93, 79, 54, 50, 51, 68, 89, 96, 96, 95, 83, 51, 24, 26, 42, 52, 59, 74]"
2016-12-21,2016-12-22,"[26.2, 25.8, 25.4, 25, 25, 24, 24, 24.7, 26, 28, 29, 30, 32, 32.8, 34, 32, 32, 32, 31, 30, 28.7, 27.3, 26.6, 25.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 98, 99, 99, 99, 98, 86, 59, 32, 10, 1, 1, 1, 2, 3, 3, 2, 2, 0, 1, 6, 11, 21, 32]"
2016-12-22,2016-12-23,"[25.4, 25, None, None, 25, 25, 25, 25.6, 26.2, 26.8, 27.4, 28, 28, 28.1, 29, 29, 29, 29, 29, 28, 28, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 42, 42, 42, 40, 42, 49, 56, 60, 61, 57, 64, 65, 79, 92, 95, 95, 95, 95, 95, 95, 95, 89, 85]"
2016-12-23,2016-12-24,"[26, 25, 25, 25, 25, 25, 25.7, 26.3, 27, 28, 30, 31, 32, 32.9, 33, 34, 34, 33, 32, 30.3, 30, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 96, 97, 97, 97, 97, 97, 96, 96, 89, 84, 91, 95, 95, 95, 95, 90, 70, 54, 63, 86, 94, 96, 96]"
2016-12-24,2016-12-25,"[25.8, 25.6, 25.4, 25.2, 25, 25, 25, 26, 26, 27, 28.8, 30, 31, 31.1, 32, 32, 32.4, 32, 31, 30, 30, 29, 28, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 96, 96, 96, 95, 96, 96, 96, 96, 96, 95, 91, 67, 43, 41, 46, 48, 49, 52, 54, 59, 62, 61]"
2016-12-25,2016-12-26,"[26, 25, 25, 25, 25, 25, 25, 26, 27, 28, 29, 31, 31, 33, 33, 34, 33.8, 33, 32, 30, 29, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[60, 59, 66, 86, 97, 97, 97, 97, 97, 97, 96, 96, 96, 82, 55, 40, 46, 50, 55, 61, 66, 73, 78, 76]"
2016-12-26,2016-12-27,"[25.7, 25.3, 25, 25, 25, 24, 24, 24.8, 27, 28, 30.9, 31, 33, 33, 34, 35, 35.1, 33, 31, 30, 28, 27.6, 27.2, 26.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 65, 63, 71, 90, 98, 98, 93, 70, 50, 36, 28, 32, 40, 40, 44, 39, 34, 30, 39, 43, 42, 42, 44]"
2016-12-27,2016-12-28,"[26.4, 25.9, 25.5, 25, 25, 25, 25.3, 25.7, 26.8, 28, 29.3, 30.7, 31.8, 32.9, 34, 33, 32, 32, 31, 30, 29, 28, 27, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[52, 75, 96, 97, 97, 97, 96, 95, 88, 74, 55, 34, 22, 26, 36, 50, 66, 80, 88, 91, 92, 88, 86, 88]"
2016-12-28,2016-12-29,"[26, 25, 25, None, 25, 25, 24, 25, 27, 28, 28.7, 30, 31, 32.1, 33, 32, 31.7, 31.3, 31, 29.7, 29, 28, 28, 27]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[93, 89, 72, 70, 80, 85, 80, 55, 35, 40, 50, 50, 55, 82, 80, 77, 64, 56, 65, 86, 88, 84, 75, 75]"
2016-12-29,2016-12-30,"[26, 25, 25, 25, 25, 26, 26, 26.5, 27, 28, 28, 29, 30, 31.1, 31, 31, 31.1, 32, 31, 30, 29, 28, 28, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[88, 82, 85, 84, 86, 88, 86, 77, 66, 67, 71, 66, 59, 43, 42, 42, 45, 52, 63, 65, 74, 85, 90, 94]"
2016-12-30,2016-12-31,"[27, 27, 26, 27, 27, 26, 26, 26.2, 26, 26, 28.8, 30, 29, 29.4, 29, 29, 29, 29, 29, 28, 27.7, 27.3, 27.2, 27.1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 95, 95, 94, 94, 94, 94, 91, 65, 45, 47, 48, 57, 63, 75, 88, 96, 97, 96, 97, 97, 97, 97, 97]"
2016-12-31,2017-01-01,"[27.1, 27, 27, 26, 26, 26, 26, 27, 28, 29, 30, 31, 30, 31, 32, 32, 32, 31, 31, None, None, None, None, None]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[93, 87, 85, 86, 85, 56, 49, 44, 48, 42, 32, 32, 35, 51, 79, 84, 86, 87, 90, 92, 93, 94, 93, 92]"
2017-01-01,2017-01-02,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 32, 32, 31, 30, 30, 29, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[91, 91, 91, 88, 85, 79, 72, 68, 69, 75, 73, 73, 75, 75, 78, 77, 78, 80, 81, 76, 72, 70, 68, 64]"
2017-01-02,2017-01-03,"[28, 28, None, None, 27, None, 26, 26, 24.7, 28, 30, 30, 31, 32, 30, 32, 31.6, 31, 31, 30.2, 30, 29, 28, 27]","[0, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[60, 53, 46, 44, 44, 51, 59, 64, 69, 69, 62, 58, 49, 46, 45, 43, 46, 50, 60, 82, 88, 91, 92, 91]"
2017-01-03,2017-01-04,"[26.8, 26.6, 26.4, 26.2, 26, 26, 26, 26.2, 27, 28, 29, 30, 32, 33.3, 34, 35, 34.7, 34.3, 34, 31.8, 31, 30, 29, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 87, 87, 88, 88, 80, 64, 33, 26, 17, 16, 13, 16, 18, 20, 29, 41, 43, 44, 52, 38, 48, 60, 67]"
2017-01-04,2017-01-05,"[28, 27, 27, 27, 26, 25, 25, 25, 25, 25, 26.3, 27.7, 29, 30.6, 31, 31, 31.1, 31, 29, 27.8, 27.9, 27.9, 27.6, 27.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[66, 61, 54, 53, 55, 58, 55, 47, 30, 9, 31, 62, 73, 74, 68, 67, 67, 70, 73, 73, 73, 73, 72, 76]"
2017-01-05,2017-01-06,"[26.9, 26.4, 26, 26, 25, 24, 23, 23.6, 24.2, 24.8, 25.4, 26, 28, 29.6, 30, 29, 29.1, 29, 29, 28.2, 28, 28, 27, 26.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.3, 0.5, 0.5]","[86, 94, 96, 93, 84, 74, 75, 69, 57, 46, 40, 45, 46, 47, 47, 50, 58, 66, 79, 90, 98, 98, 98, 98]"
2017-01-06,2017-01-07,"[26.6, 26.4, 26.2, 26, 26, 25, 24, 24, 25, 25, 25.7, 27, 29, 29.9, 30, 31, 30.6, 31, 30, 29, 29, 28, 28, 28]","[0.5, 0.4, 0.3, 0.2, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[98, 97, 97, 94, 79, 82, 88, 90, 78, 59, 57, 57, 71, 93, 94, 90, 91, 96, 95, 95, 96, 96, 95, 94]"
2017-01-07,2017-01-08,"[28, 27, 26, 26, 26, 26, 26, 26.2, 27, 28, 30, 30, 30, 31.1, 30, 28, 27.3, 26.7, 26, 26, 26, 25.6, 25.2, 24.8]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0, 0.1, 0.1, 0.1, 0.2, 0.3, 0.4, 0.6, 0.7, 0.8, 0.8, 0.8, 0.7, 0.7, 0.7]","[94, 93, 90, 88, 91, 92, 91, 86, 90, 94, 95, 95, 95, 96, 96, 97, 97, 97, 96, 95, 97, 98, 98, 98]"
2017-01-08,2017-01-09,"[24.4, 24, 24, 23, 23, 23, 23.3, 23.7, 23.8, 24, 24.3, 24.7, 25, 25.7, 28, 28, 27.8, 28, 27, 27.3, 27.2, 27.1, 27, 26]","[0.7, 0.6, 0.5, 0.4, 0.3, 0.2, 0.2, 0.6, 0.5, 0.5, 0.4, 0.5, 0.7, 0.7, 0.7, 0.7, 0.6, 0.8, 1, 1.2, 1.6, 2.1, 2.5, 2.9]","[98, 98, 98, 98, 97, 97, 96, 96, 96, 95, 95, 95, 95, 92, 84, 74, 65, 59, 70, 84, 92, 98, 98, 98]"
2017-01-09,2017-01-10,"[25, 24, 23, 23, 23, 23, 23, 23.1, 23, 24, 25, 26, 27, 28.8, 29, 28, 28.4, 28, 26, 24.8, 24, 24, 24, 24]","[3.5, 4.1, 4.3, 3.8, 2.7, 1.7, 1, 0.2, 0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.3, 0.3, 0.2, 0.3, 0.3, 0.4, 0.5, 0.6, 0.8]","[98, 98, 98, 98, 94, 83, 72, 68, 64, 65, 70, 79, 90, 95, 96, 96, 96, 96, 96, 97, 97, 97, 98, 98]"
2017-01-10,2017-01-11,"[23.8, 23.6, 23.4, 23.2, 23, 24, 24, 23.7, 23, 23, 23.4, 24, 25, 26.4, 28, 29, 28.7, 28.3, 28, 27.4, 26, 26, 26, 26]","[1, 1, 1, 1, 0.8, 0.6, 0.4, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[98, 97, 95, 94, 92, 90, 85, 82, 83, 81, 65, 35, 17, 17, 15, 12, 17, 40, 78, 95, 96, 96, 96, 96]"
2017-01-11,2017-01-12,"[26, 25, 25, 26, 26, 25, 25, 25, 26, None, 27, 28, 29, 30, 32, 31, 30.4, 30, 30, 29.9, 29.3, 28.6, 28, 27]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.2]","[96, 97, 96, 90, 80, 75, 72, 67, 61, 55, 51, 48, 46, 52, 66, 88, 96, 96, 97, 97, 94, 87, 89, 90]"
2017-01-12,2017-01-13,"[26.7, 26.3, 26, 25, 25, 25, 26, 25.6, 26, 28, 29.4, 27.3, 28.3, 29.3, 30, 30, 30, None, 29, None, 28, 27, 27, 27]","[0.2, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[94, 98, 98, 98, 97, 97, 95, 84, 79, 86, 93, 95, 95, 95, 96, 97, 97, 94, 95, 98, 98, 98, 98, 98]"
2017-01-13,2017-01-14,"[26, 25.7, 25.3, 25, 26, 26, 26, 26, 26.3, 26.7, 27.1, 27.6, 28.4, 29.2, 30, 28, 29, 29, 28, 27, 27, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5]","[98, 98, 98, 97, 97, 97, 92, 74, 54, 52, 57, 57, 61, 78, 91, 95, 92, 86, 94, 96, 94, 93, 90, 86]"
2017-01-14,2017-01-15,"[25, 25, 25, 25, 24, 24, 24, 25, 25, 26, 26, 26, 27, 27.7, 28, 29, 27.7, 26.3, 25, 25.1, 25, 25, 25, 25]","[0.6, 0.6, 0.5, 0.4, 0.3, 0.2, 0.2, 0.1, 0, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1]","[83, 76, 79, 91, 92, 84, 71, 53, 51, 53, 49, 45, 53, 58, 60, 62, 62, 62, 73, 84, 93, 94, 94, 94]"
2017-01-15,2017-01-16,"[25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 26, 26, 26, 27.4, 28, 29, 29.4, 29, 28, 27.8, 27.5, 27.3, 26.8, 26.4]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 94, 94, 93, 92, 90, 89, 89, 90, 93, 94, 94, 94, 94, 89, 80, 77, 83, 84, 90, 90, 87, 88, 86]"
2017-01-16,2017-01-17,"[25.9, 25.5, 25, 25, 25, 26, 26, 27, 28, 29, 30, 31, 31, 31.6, 32, 32, 31.9, 31, 30, 29, 29, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[75, 85, 89, 83, 60, 47, 43, 40, 37, 38, 34, 32, 33, 42, 57, 57, 48, 49, 72, 81, 77, 75, 75, 76]"
2017-01-17,2017-01-18,"[None, 26, 26, 25, 26, 26, 26, 26, 26, 27, 28.3, 29.7, 31, 31.2, 30, 30, 30, 29, 30, 29, 28, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[88, 95, 96, 96, 95, 89, 77, 58, 47, 47, 49, 48, 33, 32, 39, 50, 55, 50, 41, 38, 39, 43, 62, 72]"
