time_start,time_end,temperature,precips,clouds
2016-10-11,2016-10-12,"[24.2, 23.8, 23.4, 23, None, 22, 22, 22.1, 24, 25, 26, 29, 30, 31.6, 32, 32, 32, 31, 29, 26.4, 25, 23, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 45, 40, 36, 35, 36, 32, 28, 36, 35, 21, 17, 16, 18, 38, 56, 68, 59, 58, 51, 55, 59, 52, 48]"
2016-10-12,2016-10-13,"[23, 23, 23, 22, 23, 22, 22, 22.5, 23, 24, 26, 27, 28, 28.6, 29, 30, 30, 30, 29, 28, 26, 26, 25, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0]","[48, 50, 53, 48, 39, 35, 31, 23, 18, 14, 17, 19, 37, 43, 63, 88, 90, 90, 90, 90, 90, 89, 76, 73]"
2016-10-13,2016-10-14,"[24, 23, 23, 22, 22, 22, 23, 23, 24, 25, 25.3, 27, 27, 26.6, 27, 27, 26.7, 26.3, 26, 25.7, 24, 23, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 78, 77, 70, 75, 79, 67, 51, 33, 20, 16, 18, 21, 23, 31, 41, 46, 44, 50, 59, 57, 55, 61, 77]"
2016-10-14,2016-10-15,"[22, 22, 22, 21, 21, 21, 21.7, 22.3, 23, 24, 25.3, 26.7, 28, 29.9, 30, 30, 30.1, 30, 28, 26.2, 25.5, 24.7, 24.2, 23.6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[82, 82, 85, 82, 74, 75, 77, 82, 82, 80, 76, 70, 58, 38, 33, 38, 56, 66, 73, 76, 67, 64, 73, 87]"
2016-10-15,2016-10-16,"[23.4, 23.2, 23, 23, 23, 23, 23, 23.8, 24.6, 25.4, 26.2, 27.1, 27.9, 28.8, 30, 30, 30, 30, 28, 26.4, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 95, 94, 94, 94, 94, 94, 94, 88, 76, 70, 60, 51, 41, 28, 28, 32, 37, 42, 57, 74, 76, 78, 80]"
2016-10-16,2016-10-17,"[22, 22, 22, 22, 22, 22, 22, 22.4, 23, 24, 25, 26, 27, 28, 29, 29, 30, 29, 27, 26, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[81, 82, 84, 93, 94, 94, 93, 82, 72, 71, 75, 76, 72, 60, 42, 19, 17, 21, 20, 31, 40, 45, 40, 30]"
2016-10-17,2016-10-18,"[22, 21, 21, 21, 21, 21, 21, 21.4, 23, 24, 24.5, 26, 27, 28, 29, 30, 29, 28, 27, 25.7, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 24, 43, 75, 91, 95, 86, 53, 13, 4, 13, 43, 55, 35, 7, 0, 1, 6, 11, 23, 43, 45, 35, 19]"
2016-10-18,2016-10-19,"[22, 21, 21, 22, 22, 21, 21.7, 22.3, 23.1, 23.9, 24.9, 26, 26.3, 26.7, 27, 28, 27.2, 27, 27, 26, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 44, 63, 63, 46, 51, 59, 55, 39, 13, 1, 0, 0, 0, 0, 0, 1, 1, 1, 4, 12, 18, 15, 4]"
2016-10-19,2016-10-20,"[21.3, 20.7, 20, 20, 21, 22, 22, 22.3, 23, 24, 24.3, 25, 27, 28.6, 30, 30, 29.7, 29, 27, 26.1, 25.1, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 5, 16, 20, 14, 8, 8, 6, 0, 0, 0, 3, 9, 11, 8, 13, 20, 27, 26, 19, 13, 15]"
2016-10-20,2016-10-21,"[22.7, 22.3, 22, 22, None, 22, 22, 23, 24, 25, 26, 27, 29, 29.3, 30, 31, 30.9, 31, 28, 26.8, 27, 25, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 30, 27, 20, 15, 13, 11, 10, 13, 39, 74, 89, 90, 87, 86, 84, 71, 32, 3, 7, 23, 29, 27, 24]"
2016-10-21,2016-10-22,"[22, 22, 22, 22, 22, 22, 22.3, 22.7, 23, 24, 25.3, 26.7, 28, 28.6, 30, 31, 30.2, 30, 28, 27.1, 26, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 16, 20, 35, 68, 92, 94, 77, 47, 19, 7, 4, 2, 1, 1, 5, 28, 51, 58, 56, 61, 72, 71, 64]"
2016-10-22,2016-10-23,"[22, 22, 21, 21, 21, 21, 21, 21.4, 22, 24, 25.7, 27, 28, 29.4, 30, 30, 29.3, 28.7, 28, 26.7, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[59, 55, 53, 54, 52, 45, 29, 15, 9, 7, 28, 50, 49, 34, 21, 30, 42, 51, 59, 63, 64, 63, 60, 54]"
2016-10-23,2016-10-24,"[22, 22, 21, 21, 21, None, None, 21.2, 22.5, 23.9, 25.2, 25.2, 26.3, 29.4, 28.5, 29.5, 31.2, 29.3, 28.2, 27.4, None, None, None, None]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0]","[47, 41, 31, 26, 19, 16, 21, 32, 35, 22, 8, 9, 8, 7, 10, 13, 15, 22, 33, 36, 34, 30, 26, 26]"
2016-10-24,2016-10-25,"[None, None, None, None, None, None, None, 22.2, None, None, 26.5, 25.6, 26.4, 28.7, 27.7, 30, 29.6, 29, 27, 26.1, 24, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0]","[32, 74, 95, 96, 96, 96, 95, 86, 41, 12, 9, 10, 13, 12, 10, 13, 19, 24, 29, 35, 47, 51, 48, 48]"
2016-10-25,2016-10-26,"[21, 21, 21, 21, 21, 21, 21, 21.4, 22.5, 23.6, 24.7, 25.9, 27.2, 28.6, 30, 30, 30, 29, 28, 27, 25, 24.3, 23.7, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[57, 72, 78, 77, 78, 78, 81, 76, 60, 37, 19, 11, 12, 15, 17, 20, 23, 26, 26, 29, 35, 36, 33, 28]"
2016-10-26,2016-10-27,"[22.3, 21.7, 21, 22, 21, 21, 21, 22.1, 23, 24, 25.8, 27, 28, 28.7, 30, 31, 30, 29, 28, 27, 26, 25, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 36, 43, 47, 52, 43, 32, 29, 27, 15, 10, 8, 6, 6, 6, 13, 32, 49, 65, 77, 84, 90, 95, 95]"
2016-10-27,2016-10-28,"[23, 23, 22, None, 22, 22, 22, 22.7, 23, 24, 24.5, 26, 27, 26.8, 27, 28, 28.6, 28, 26, 25, 24, 23, 22.7, 22.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 95, 91, 82, 80, 71, 47, 37, 34, 32, 26, 25, 31, 35, 34, 36, 36, 41, 45, 62, 71, 75, 71, 63]"
2016-10-28,2016-10-29,"[22.2, 22.1, 21.7, 21.4, 21, 22, 21, 21.8, 22.6, 23.4, 24.2, 24.2, 24.3, 24.3, 28, 27, 28.7, 28, 27, 27, 25, 24, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[63, 71, 79, 84, 84, 81, 67, 53, 47, 39, 35, 39, 37, 35, 32, 29, 28, 30, 36, 38, 57, 84, 90, 91]"
2016-10-29,2016-10-30,"[21, 21, 21, 20, 21, 21, 22, 21.9, 22, 23, 24, 25, 26, 26.6, 27, 28, 28, 28, 25, 23, 22, 21, 21, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 90, 89, 88, 74, 58, 48, 40, 33, 30, 24, 22, 22, 25, 33, 43, 59, 72, 72, 72, 84, 79, 62, 45]"
2016-10-30,2016-10-31,"[22, 21, 21, 21, 22, 21, 21, 21.7, 24, 25, 25.6, 25, 25, 25.3, 25, 26, 25.6, 25, 25, 24, 23, 22, 22, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 48, 77, 92, 64, 37, 26, 26, 23, 18, 12, 7, 2, 1, 0, 2, 13, 18, 20, 20, 30, 42, 62, 75]"
2016-10-31,2016-11-01,"[21, 21, 21, 21, 21, 21, 21, 21.9, 22, 24, 24.8, 26, 26, 25.7, 26, 27, 26.3, 25.7, 25, 26.3, 24.5, 22.8, 21, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0, 0]","[83, 86, 79, 59, 33, 30, 79, 95, 95, 95, 95, 94, 95, 94, 94, 95, 95, 95, 93, 82, 76, 81, 84, 83]"
2016-11-01,2016-11-02,"[20, 20, 20, 20, 21, 21, 21, 22, 23, 24, 25, 26.3, 27.7, 29, 29, 30, 29.7, 29, 27, 25.6, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[87, 92, 95, 96, 95, 93, 94, 95, 95, 94, 92, 93, 94, 94, 93, 77, 57, 34, 17, 24, 36, 39, 39, 39]"
2016-11-02,2016-11-03,"[22, 21, 21, 20, 20, 20, 20, 20.6, 22, 23, 23.6, 24.2, 24.8, 25.4, 26, 26, 26, 26, 25, 25, 24, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 52, 58, 59, 59, 56, 50, 49, 49, 51, 53, 43, 42, 51, 74, 93, 95, 92, 64, 59, 68, 82, 87, 87]"
2016-11-03,2016-11-04,"[22, 21, 21, 20, 20, 21, 20, 20.2, 22, 23, 24, 25, 26, 26.9, 27, 28, 27, 26, 25, 24.1, 23, 22.6, 22.2, 21.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 91, 92, 93, 96, 97, 96, 96, 96, 95, 95, 94, 89, 68, 42, 37, 45, 53, 55, 56, 58, 53, 47, 40]"
2016-11-04,2016-11-05,"[21.4, 21, 21, None, 21, 21, 21, 21.5, 23, 24, 25, 25, 27, 27.5, 28, 30, 30, 29, 28, 26, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 33, 34, 60, 66, 66, 74, 80, 74, 56, 44, 46, 48, 45, 41, 41, 40, 29, 28, 27, 25, 18, 13, 12]"
2016-11-05,2016-11-06,"[21.7, 21.3, 21, 21, 21, 21, 21, 21.2, 22, 23, 24, 25, 26, 28, 29, 29, 30, 28, 27, 26, 25, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 11, 10, 12, 18, 37, 55, 45, 25, 27, 26, 16, 9, 18, 32, 22, 18, 15, 20, 33, 39, 37, 29]"
2016-11-06,2016-11-07,"[21, 21, 21, 20, 20, 20, 20, 20.8, 23, 25, 24.4, 27, 28, 29.1, 30, 31, 30.4, 29, 27, 25.6, 24, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 37, 43, 41, 37, 25, 15, 12, 25, 27, 21, 16, 22, 23, 13, 2, 1, 7, 18, 29, 33, 50, 75]"
2016-11-07,2016-11-08,"[21, 21, 21, 21, 22, 22, 22, 21.8, 23, 24.2, 25.4, 26.6, 27.8, 29, 30, 30, 30, 30, 29, 26.9, 26, 25, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[68, 39, 38, 54, 65, 82, 92, 83, 51, 34, 25, 18, 12, 2, 1, 3, 9, 15, 22, 26, 26, 27, 34, 34]"
2016-11-08,2016-11-09,"[23, 22, 22, 21, 21, 21, 22, 23, 24, 26, 27, 28, 29, 30.8, 32, 32, 32, 31, 29, 28, 26.7, 25.3, 24.6, 23.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 38, 37, 52, 67, 66, 69, 72, 74, 57, 30, 11, 1, 2, 4, 9, 9, 9, 18, 25, 24, 22, 18, 15]"
2016-11-09,2016-11-10,"[23.2, 22.6, 22, 22, 22, 22, 22, 23.2, 24.4, 25.6, 26.8, 28, 29, 30.1, 29.3, 30, 30.7, 30, 28, 26.3, 26, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 25, 25, 21, 18, 15, 14, 16, 17, 19, 16, 9, 5, 14, 33, 25, 10, 11, 13, 17, 29, 55, 66, 60]"
2016-11-10,2016-11-11,"[23, 22, 22, 22, 22, 23, 22, 22.6, 23, 23, 24.2, 25, 26, 26.5, 27, 27, 27.5, None, None, 24, None, None, None, None]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2]","[58, 72, 83, 85, 91, 86, 80, 81, 88, 93, 95, 95, 95, 96, 97, 86, 70, 68, 64, 71, 86, 89, 90, 96]"
2016-11-11,2016-11-12,"[None, None, None, None, None, None, None, None, 23, None, None, None, None, None, None, None, 30, 29, 29, 28.5, 27.7, 26.8, 26.2, 25.6]","[0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0, 0.1, 0.1, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[97, 96, 96, 96, 96, 95, 95, 95, 94, 94, 94, 93, 92, 79, 77, 73, 52, 45, 45, 48, 56, 75, 87, 94]"
2016-11-12,2016-11-13,"[25.1, 24.5, 24.4, 24.2, 24, 23, 24, 25.2, 26.4, 27.6, 28.8, 30.1, 31.3, 32.6, 34, 34, 34.1, 33, 30, 28.9, 27, 26, 24, 24]","[0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[93, 94, 93, 87, 78, 71, 54, 40, 34, 27, 28, 31, 34, 47, 59, 77, 81, 86, 92, 93, 93, 98, 98, 96]"
2016-11-13,2016-11-14,"[24, 23, 23, 23, 23, 23, 23.1, 23.2, 23.4, 27, 28, 29, 30, 30.6, 31, 32, 31.3, 31, 29, 27, 26, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 93, 94, 95, 94, 90, 85, 74, 74, 87, 89, 88, 86, 84, 83, 84, 83, 83, 83, 81, 79, 79, 81, 83]"
2016-11-14,2016-11-15,"[23, 23, 23, 23, 23, 23, 23, 23, 24, 26, 27, 29, 30, 30.5, 32, 29.6, 31.3, 29.6, 29.6, 28, 27, 25, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[84, 85, 85, 87, 87, 86, 82, 79, 77, 72, 68, 65, 65, 74, 81, 92, 92, 89, 86, 85, 86, 86, 84, 83]"
2016-11-15,2016-11-16,"[22, 22, 22, 22, 21, 22, 21, 22.2, 24, 26, 27.1, 29, 31, 31.1, 32, 32, 32.1, 32, 31, 28, 26.3, 24.7, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[83, 84, 84, 83, 79, 66, 59, 53, 44, 41, 38, 42, 59, 62, 77, 81, 86, 88, 77, 44, 28, 21, 29, 43]"
2016-11-16,2016-11-17,"[22.7, 22.3, 22, 22, 22, 21, 22, 22.3, 25, 27, 28.7, 30, 30, 31.6, 33, 34, 32.9, 32, 29, 27, 26, 25.3, 24.7, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50, 62, 83, 94, 85, 80, 78, 76, 80, 83, 85, 84, 68, 65, 69, 69, 74, 86, 88, 88, 88, 86, 84, 83]"
2016-11-17,2016-11-18,"[23.3, 22.7, 22, 22, 22, 22, 22.7, 23.3, 24.6, 25.8, 26.9, 27.9, 29, 30.2, 31, 31, 31.1, 30, 28, 27.1, 25, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[85, 87, 88, 88, 93, 96, 95, 90, 88, 89, 94, 95, 94, 91, 86, 85, 85, 82, 79, 80, 83, 92, 91, 86]"
2016-11-18,2016-11-19,"[22, 22, 22, 22, 21, 22, 22, 21.9, 23, 23, 24.4, 25, 25, 27.2, 28, 28, 27.7, 27.3, 27, 27, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[83, 82, 82, 76, 75, 79, 76, 46, 35, 59, 92, 92, 91, 89, 83, 81, 80, 79, 75, 72, 79, 84, 83, 81]"
2016-11-19,2016-11-20,"[22, 22, 21, 21, None, None, None, 21.9, 22.6, 23.2, 23.9, 23.7, 24.5, 25.5, 26, 27, 26.3, 26, 25, 25, 24, 22, 22, 21.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 74, 72, 78, 79, 77, 75, 79, 79, 77, 77, 81, 93, 94, 93, 89, 87, 89, 91, 94, 95, 95, 95, 92]"
2016-11-20,2016-11-21,"[21.6, 21.4, 21.2, 21, None, 22, 22, 22, 23, 25, 26.8, 28, 29, 28.9, 29, 30, 29.2, 29, 27, 25.2, 24, 23, 22, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 93, 92, 90, 86, 87, 86, 83, 86, 85, 86, 91, 91, 94, 95, 95, 94, 79, 68, 64, 72, 89, 96, 95]"
2016-11-21,2016-11-22,"[21, 21, 22, 22, 22, 22, 22, 22, 23, 24, 25, 26, 28, 29.3, 30, 31.2, 31.6, 30.3, 29, 27.7, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 95, 95, 96, 96, 96, 91, 76, 60, 41, 12, 0, 0, 0, 0, 1, 15, 45, 66, 83, 94, 94, 95, 95]"
2016-11-22,2016-11-23,"[22, 21, 21, 20, 20, 21, 21.7, 22.3, 23, 25, 26.3, 27.7, 29, 30.6, 32, 32, 31.7, 31, 29, None, None, 23, 22.5, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 95, 95, 94, 94, 95, 95, 96, 95, 85, 77, 75, 77, 86, 94, 96, 96, 95, 95, 95, 96, 96, 96, 97]"
2016-11-23,2016-11-24,"[21.5, 21, None, 21, 21, 22, 22.5, 23, 23.5, 24, 24.5, 25, 26, 27.3, 28, 29, 29.4, 29, 28, 26.1, 24, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 98, 98, 97, 90, 75, 60, 50, 41, 35, 61, 88, 95, 95, 89, 69, 49, 36, 32, 29, 29, 30, 45, 77]"
2016-11-24,2016-11-25,"[22, 22, 22, 22, 22, 22, 22, 22.4, 23, 25, 25.8, 28, 29, 29.4, 30, 30, 30.1, 29, 27, 26, 25, 24, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[83, 75, 64, 54, 52, 54, 58, 52, 48, 42, 39, 62, 91, 95, 95, 96, 89, 58, 27, 19, 26, 35, 64, 92]"
