time_start,time_end,temperature,precips,clouds
2017-10-11,2017-10-12,"[22.4, 22.3, 22.1, 22, 21, 21, 21.3, 21.7, 22.8, 23.9, 24.3, 24.6, 25.4, 26.2, 27, 27, 27, 27, 26, 26, 25, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[91, 96, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 95, 96, 96, 96, 95, 95, 96, 96, 96, 96]"
2017-10-12,2017-10-13,"[22.6, 22.2, 21.8, 21.4, 21, 21, 22, 22, 23, 24, 26, 27, 27, 29, 30, 30, 29, 28.7, 28, 26, 25, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 97, 97, 97, 97, 92, 82, 73, 61, 65, 83, 93, 94, 93, 90, 89, 93, 95, 96, 97, 97, 96, 94, 91]"
2017-10-13,2017-10-14,"[23, 23, 23, 23, 23, 23, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 32, 31, 30, 28, 27, 26, 25.3, 24.7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 93, 88, 74, 76, 70, 50, 50, 54, 34, 15, 8, 5, 4, 6, 16, 24, 29, 34, 35, 35, 27, 21, 18]"
2017-10-14,2017-10-15,"[24.1, 23.6, 23, 22, 22, 22, 22, 23.2, 24.4, 25.6, 26.8, 28, 29, 31, 32, 32, 32, 30, 28, 26, 24, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 29, 35, 31, 27, 27, 23, 16, 5, 0, 0, 1, 1, 4, 24, 63, 89, 96, 96, 97, 98, 95, 95, 93]"
2017-10-15,2017-10-16,"[23, 22, 22, 22, 22, 22, 22.3, 22.7, 23, 24.4, 25.7, 27.1, 28.4, 29.8, 31, 30, 29, 29, 27, 26, 25, 25, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[88, 71, 45, 28, 22, 16, 11, 5, 1, 1, 1, 2, 5, 15, 21, 42, 51, 55, 59, 65, 79, 91, 97, 98]"
2017-10-16,2017-10-17,"[23, 23, 22, 23, 23, 23, 23, 23, 24, 25, 25, 26, 28, 30, 29, 31, 30, 29, 28, 28, 26, 25, 25, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[98, 99, 99, 98, 94, 80, 71, 89, 92, 71, 24, 15, 16, 12, 16, 20, 23, 27, 33, 37, 38, 35, 35, 42]"
2017-10-17,2017-10-18,"[23, 23, 22, 22, 22, 22, 23, 23, 23, 24, 26, 28, 28, 29, 30, 30, 30.3, 31, 28, 26.4, 25.3, 24.1, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 48, 37, 22, 17, 14, 13, 11, 5, 0, 0, 22, 51, 59, 51, 47, 64, 83, 90, 94, 96, 96, 96, 96]"
2017-10-18,2017-10-19,"[23, 23, 23, 22, 22, 22, 22, 22.7, 23, 25, 27.3, 28, 29, 31.1, 31.4, 31.7, 32.3, 30, 29, 27, 26, 25.2, 24.4, 23.6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 96, 95, 95, 95, 95, 95, 94, 95, 94, 75, 53, 28, 6, 4, 1, 3, 4, 8, 15, 15, 13, 9]"
2017-10-19,2017-10-20,"[22.8, 22, 21, 21, 21, 21, 21.7, 22.3, 24.2, 26.1, 27.4, 28.7, 30, 30, 31, 32, 31, 31, 29, 27.4, 27, 25, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 0, 0, 1, 0, 0, 0, 27, 90, 95, 91, 80, 79, 76, 71, 64, 53, 46, 51, 67, 78, 82, 83]"
2017-10-20,2017-10-21,"[23, 23, 22, 22, 22, 22, 22.3, 22.7, 23, 24, 27, 28, 29, 29.6, 30, 30, 30.4, 29, 27, 26.4, 25.3, 24.1, 23.8, 23.4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 76, 75, 72, 70, 67, 53, 35, 18, 9, 9, 7, 3, 1, 4, 9, 17, 24, 43, 57, 59, 58, 55, 48]"
2017-10-21,2017-10-22,"[22.9, 22.5, 22, None, 22, 23, 22, 23.2, 24.4, 25.6, 26.8, 28, 29, 28.7, 29, 29, 30, 29, 27, 26, 25, 24, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 19, 11, 4, 2, 1, 1, 2, 5, 14, 33, 61, 69, 68, 62, 64, 72, 72, 68, 73, 78, 84, 90, 95]"
2017-10-22,2017-10-23,"[23, 23, 23, 23, 23, 23, 22, 23.3, 24, 26, 26, 27, 28, 29.5, 30, 31, 31, 30, 28, 26, 26, 26, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 96, 95, 95, 95, 94, 92, 95, 94, 94, 94, 94, 90, 82, 73, 80, 96, 78, 70, 73, 72, 70, 71]"
2017-10-23,2017-10-24,"[24, 23, 23, 23, 23, 23, 23, 23, 24, 25, 26, 28, 30, 30, 30, 30, 29.3, 28.7, 28, 26.9, 25, 24.6, 24.2, 23.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 85, 75, 60, 47, 40, 40, 45, 39, 32, 29, 19, 8, 7, 13, 20, 26, 43, 58, 76, 85, 88, 91, 91]"
2017-10-24,2017-10-25,"[23.4, 23.3, 23.1, 23, 23, 23, 23.3, 23.7, 25, 26.4, 27.9, 29.5, 30.6, 31.8, 33, 32.7, 33.7, 32, 30, 27.2, 26.1, 25.1, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[91, 92, 93, 92, 92, 90, 89, 88, 90, 92, 87, 85, 85, 88, 87, 79, 79, 80, 79, 76, 77, 81, 88, 92]"
2017-10-25,2017-10-26,"[23, 23, 23, 23, 23, 23, 23, 23, 24, 25, 27, 28, 29, 29.4, 31, 31, 31, 30, 28, 26, 26, 24, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 94, 91, 74, 58, 52, 51, 47, 32, 23, 9, 5, 3, 8, 40, 51, 61, 86, 94, 90, 85, 92, 98, 98]"
2017-10-26,2017-10-27,"[24, 24, 23, 23, 23, 23, 23, 22.8, 24, 24, 26, 29, 29, 29.6, 30, 31, 30.7, 30, 29, 28, 27, 25, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 86, 91, 92, 94, 92, 82, 82, 81, 76, 75, 77, 76, 67, 51, 34, 30, 30, 29, 34, 61, 90, 95, 94]"
2017-10-27,2017-10-28,"[24, 24, 23, 23, 23, 23, 23, 22.7, 23, 24, 26, 27, 27, 27, 27, 30, 30, 28, 27, 25, 24, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 95, 82, 47, 28, 23, 26, 33, 52, 66, 40, 34, 43, 55, 81, 87, 87, 90, 93, 86, 79, 78, 80, 90]"
2017-10-28,2017-10-29,"[23, 23, 23, 22, 22, 22, 22.7, 23.3, 24, 25, 26, 27, 28, 29.4, 30, 31, 30, 29, 27, 26, 25.3, 24.7, 24.1, 23.6]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0]","[92, 92, 92, 92, 90, 85, 83, 83, 88, 88, 83, 74, 71, 70, 64, 70, 77, 80, 80, 79, 71, 67, 69, 72]"
2017-10-29,2017-10-30,"[23.4, 23.2, 23.1, 23.1, 23, 23, 23, 24.2, 25.4, 26.6, 27.8, 28.5, 29.3, 30, 31, 31, 31, 30, 27, 26, 25, 24, 24, 24]","[0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 87, 88, 88, 87, 83, 80, 74, 61, 54, 57, 58, 66, 74, 75, 73, 73, 73, 74, 73, 74, 78, 80, 80]"
2017-10-30,2017-10-31,"[23, 23, 23, 23, 23, 23, 23, 23.4, 24, 25, 25, 26, 27, 26.7, 27, 27, 27, 27, 27, 25.4, 25, 24, 23, 22.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[80, 79, 83, 88, 90, 92, 93, 93, 87, 74, 52, 45, 45, 43, 44, 52, 53, 48, 41, 39, 39, 41, 42, 44]"
2017-10-31,2017-11-01,"[22.6, 22.4, 22.2, 22, 22, 21, 22, 22.9, 24, 25, 26, 28, 29, 30.1, 30, 30, 29.9, 30, 28, 26.4, 25, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1]","[52, 70, 80, 91, 94, 90, 82, 70, 54, 49, 62, 67, 66, 75, 90, 96, 95, 95, 95, 93, 84, 84, 82, 88]"
2017-11-01,2017-11-02,"[23, 23, 23, 23, 23, 23, 23.3, 23.7, 24, 26, 26.3, 26.7, 27, 27.2, 28, 28, 27.7, 28, 27, 25.4, 25, 23, 23, 22]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[97, 98, 98, 98, 97, 94, 95, 95, 95, 95, 95, 95, 92, 85, 61, 60, 55, 58, 70, 83, 96, 97, 98, 98]"
2017-11-02,2017-11-03,"[22, 23, 23, 23, 23, 23, 23, 23.3, 24, 25, 25, 26, 27, 28.1, 28, 28, 27.3, 26.7, 26, 25, 24, 23, 23, 23]","[0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[98, 98, 97, 97, 97, 96, 92, 85, 80, 70, 73, 90, 95, 95, 95, 87, 67, 46, 25, 17, 29, 43, 66, 84]"
2017-11-03,2017-11-04,"[22, 22, 22, 22, 22, 22, 23, 22.8, 24, 24, 24.9, 26, 26, 26.8, None, None, 27, 27, 26, 25, 24, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 96, 96, 96, 96, 97, 96, 96, 96, 95, 95, 95, 94, 84, 68, 54, 51, 54, 54, 59, 68, 79, 91, 94]"
2017-11-04,2017-11-05,"[22, 22, 22, 22, 22, 22, 22, 22, 22.6, 25, 23.9, 28, 26, 27, 27, 27, 27, 26, 25, 24, 23, 22.6, 22.2, 21.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 96, 97, 97, 96, 94, 94, 92, 91, 86, 76, 70, 62, 83, 90, 89, 88, 86, 84, 81, 80, 72, 71, 74]"
2017-11-05,2017-11-06,"[21.4, 20.9, 20.5, 20, 21, 22, 22.3, 22.7, 23.8, 24.9, 26.3, 27.6, 29, 29.5, 30, 31, 29, 29, 27, 26, 24, 23, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[74, 70, 63, 57, 50, 45, 41, 35, 32, 34, 38, 43, 52, 56, 53, 42, 33, 36, 52, 81, 86, 75, 52, 32]"
2017-11-06,2017-11-07,"[22, 22, 22, 22, 22, 22, 22, 21.8, 22, 23, 24.3, 25.1, 26, 26.9, 27.2, 27.6, 28.9, 27.2, 26.4, 25.7, None, None, None, None]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 72, 94, 95, 95, 85, 73, 52, 31, 24, 19, 16, 22, 44, 53, 55, 50, 42, 43, 48, 54, 63, 46, 37]"
2017-11-07,2017-11-08,"[None, None, None, None, None, None, None, 21.3, 22.2, 23.1, 24.1, 27, 27, 27.5, 28, 29, 29, 28, 26, 24.4, 23.6, 22.8, 22.5, 22.3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 45, 74, 83, 83, 85, 83, 49, 31, 31, 27, 28, 38, 66, 77, 65, 41, 24, 19, 25, 33, 31, 27, 25]"
2017-11-08,2017-11-09,"[21.8, 21.4, 21, None, None, 21, 22, 23, 24, 25, 26, 27, 27.9, 28.9, 29, 30, None, 28, 26, 24, 23, 22, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 47, 81, 95, 93, 82, 68, 51, 38, 22, 10, 1, 2, 3, 5, 5, 6, 7, 14, 18, 20, 20, 23, 27]"
2017-11-09,2017-11-10,"[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23.3, 24.7, 26, 27, 28, 28, 28, 27, 25, 24.3, 23.7, 23.1, 22.6, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[31, 33, 29, 24, 32, 43, 49, 50, 46, 41, 40, 33, 23, 6, 3, 12, 17, 21, 22, 21, 18, 20, 23, 24]"
2017-11-10,2017-11-11,"[22, 21, 21, 22, 22, 22, 22, 21.9, 23, 24, 24, 26, 27, 27.5, 28, 28, 28, 28, 25, 24.5, 23, 22, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 20, 20, 30, 37, 49, 59, 59, 51, 44, 40, 38, 34, 32, 35, 44, 48, 46, 43, 35, 39, 47, 56, 80]"
2017-11-11,2017-11-12,"[21, 21, 22, 22, 22, 22, 22, 22, 23, 24, 25, 26, 27, 27, 28, 29, 28.3, 27.7, 27, 25, 24, 23.6, 23.2, 22.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[83, 86, 82, 81, 81, 82, 79, 53, 40, 34, 26, 24, 27, 40, 79, 91, 90, 94, 95, 96, 93, 87, 87, 92]"
2017-11-12,2017-11-13,"[22.4, 22.3, 22.1, 22, 22, 22, 22, 22.2, 23, 25, 25.7, 26.3, 27, 28, 29, 29, 28.6, 28, 26, 24.8, 23.9, 22.9, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 93, 90, 94, 95, 95, 95, 95, 91, 91, 94, 95, 95, 95, 95, 94, 95, 95, 95, 96, 96, 95, 95, 95]"
2017-11-13,2017-11-14,"[21, 22, 22, 22, 22, 22, 22, 23, 23, 24, 25, 26, 26, 26.6, 27, 28, 29, 28, 27, 25, 24, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 96, 96, 96, 97, 96, 96, 96, 91, 80, 85, 91, 94, 94, 95, 96, 89, 93, 88, 86, 86, 86, 87]"
2017-11-14,2017-11-15,"[22, 22, 21, 22, None, 21, 22, 23, 24, 25, 26, 27, 28, 29.7, 29, 31, 30, 28, 26, 24, 23, 22, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0]","[88, 89, 88, 86, 86, 88, 89, 88, 85, 80, 78, 80, 88, 88, 74, 50, 34, 46, 68, 87, 94, 90, 88, 91]"
2017-11-15,2017-11-16,"[21, 21, 22, 22, 22, 22, 22, 22.7, 23, 24, 25, 25, 26, 27, 27, 28, 27.3, 26.7, 26, 25.1, 24, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[93, 94, 95, 95, 96, 95, 95, 96, 94, 93, 93, 94, 88, 73, 62, 60, 51, 25, 22, 23, 23, 26, 34, 44]"
2017-11-16,2017-11-17,"[21, 21, 21, 21, 21, 22, 22.3, 22.7, 23, 24, 25, 26, 27, 26.8, 28, 28, 29, 27, 26, 24.8, 24, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52, 66, 66, 57, 49, 44, 42, 37, 35, 34, 32, 29, 28, 28, 29, 33, 42, 50, 77, 84, 85, 83, 74, 70]"
2017-11-17,2017-11-18,"[21.7, 21.3, 21, 22, 22, 22, 22, 22.8, 23.6, 24.4, 25.2, 26, 27, 26.9, 28, 27, 27.1, 27, 25, 24, 23, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 77, 82, 92, 96, 95, 92, 82, 59, 50, 46, 46, 47, 68, 77, 78, 79, 79, 79, 79, 79, 78, 82, 85]"
2017-11-18,2017-11-19,"[22, 22, 22, 22, 22, 22, 22, 22.1, 23, 24, 24, 25, 25, 26, 27, 28, 28, 27, 25, 24, 24, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[86, 87, 88, 89, 86, 69, 52, 44, 35, 32, 31, 34, 32, 30, 28, 23, 22, 23, 35, 57, 59, 57, 49, 51]"
2017-11-19,2017-11-20,"[22, 21, 21, 22, 22, 22, 22, 22, 23, 23.5, 24, 24.4, 24.9, 25.4, 26, 26, 25.7, 25.3, 25, 23.7, 23, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[51, 51, 56, 60, 74, 74, 68, 64, 47, 38, 33, 37, 37, 38, 44, 47, 50, 51, 51, 55, 57, 60, 62, 63]"
2017-11-20,2017-11-21,"[22, 22, 22, 22, 22, 22, 22, 22.1, 23, 24, 25.1, 26.1, 27.2, 28.2, 30, 31, 30, 29, 28, 26, 26, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[66, 80, 85, 88, 87, 85, 74, 67, 62, 53, 45, 41, 40, 43, 42, 45, 50, 59, 68, 75, 75, 74, 74, 74]"
2017-11-21,2017-11-22,"[23, 22.5, 22, 22, 22, 22, 22, 22.4, 23, 25, 26, 28, 28, 29, 30, 29, 29, 27, 27, 25, 24, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[73, 72, 67, 60, 54, 53, 52, 46, 46, 41, 40, 41, 39, 39, 43, 52, 62, 69, 72, 73, 78, 76, 67, 53]"
2017-11-22,2017-11-23,"[22, 22, 22, 22, 21, 22, 22, 22.1, 23, 24, 24.7, 26, 28, 28, 28, 27, 27, 26, 25, 24, 23, 22.6, 22.2, 21.8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 50, 51, 53, 59, 74, 71, 49, 36, 27, 20, 14, 14, 31, 51, 63, 58, 51, 54, 54, 57, 58, 70, 74]"
2017-11-23,2017-11-24,"[21.4, 21, 21, 21, 21, 21, 21.3, 21.7, 23.1, 24.6, 25, 25.5, 26.1, 26.8, 27.4, 28, 26, 26, 24, 24, 23, 23, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[63, 55, 59, 85, 92, 88, 83, 78, 64, 53, 48, 37, 26, 25, 27, 31, 42, 54, 59, 65, 75, 85, 79, 58]"
2017-11-24,2017-11-25,"[22, 22, 22, 22, 22, 22, 22, 21.9, 23, 24, 25, 28, 28, 29, 29, 30, 29, 28, 27, 26.4, 25, 23, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[45, 37, 35, 34, 34, 32, 36, 57, 64, 66, 57, 66, 67, 61, 61, 59, 62, 60, 77, 90, 91, 96, 97, 97]"
2017-11-25,2017-11-26,"[23, 23, 22, 22, 23, 22, 22, 22, 23, 24, 25, 26, 27, 28.4, 29, 29, 28.5, 28, 27, 26, 25.3, 24.7, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 95, 92, 95, 96, 95, 95, 95, 96, 95, 95, 94, 85, 71, 52, 38, 39, 44, 50, 53, 52, 54, 51, 46]"
