time_start,time_end,cloud_description,clouds,precip,temperature,icon,code
2018-11-17,2018-11-18,Scattered_clouds,37.0,0.0,0.0,c02d,802
2018-11-18,2018-11-19,Scattered_clouds,,,,,
2018-11-19,2018-11-20,Scattered_clouds,,,,,
2018-11-20,2018-11-21,Scattered_clouds,,,,,
2018-11-21,2018-11-22,Scattered_clouds,28.86,0.0,0.0,c02d,802
2018-11-22,2018-11-23,Scattered_clouds,,,,,
2018-11-23,2018-11-24,Scattered_clouds,,,,,
2018-11-24,2018-11-25,Scattered_clouds,,,,,
2018-11-25,2018-11-26,Scattered_clouds,,,,,
2018-11-26,2018-11-27,Scattered_clouds,,,,,
2018-11-27,2018-11-28,Scattered_clouds,,,,,
2018-11-28,2018-11-29,Scattered_clouds,,,,,
2018-11-29,2018-11-30,Scattered_clouds,,,,,
2018-11-30,2018-12-01,Scattered_clouds,40.0,0.0,27.0,c02d,802
2018-12-01,2018-12-02,Scattered_clouds,39.0,0.0,22.0,c02n,802
2018-12-02,2018-12-03,Scattered_clouds,31.67,0.0,23.25,c02n,802
2018-12-03,2018-12-04,Scattered_clouds,,,,,
2018-12-04,2018-12-05,Scattered_clouds,,,,,
2018-12-05,2018-12-06,Scattered_clouds,32.8,0.0,25.2,c02n,802
2018-12-06,2018-12-07,Scattered_clouds,35.6,0.0,29.0,c02d,802
2018-12-07,2018-12-08,Scattered_clouds,33.5,0.0,24.5,c02n,802
2018-12-08,2018-12-09,Scattered_clouds,35.33,0.0,24.67,c02d,802
2018-12-09,2018-12-10,Scattered_clouds,36.0,0.0,22.25,c02n,802
2018-12-10,2018-12-11,Scattered_clouds,34.0,0.0,25.0,c02n,802
2018-12-11,2018-12-12,Scattered_clouds,25.33,0.0,25.83,c02n,802
2018-12-12,2018-12-13,Scattered_clouds,38.25,0.0,25.25,c02d,802
2018-12-13,2018-12-14,Scattered_clouds,,,,,
2018-12-14,2018-12-15,Scattered_clouds,37.0,0.0,30.0,c02d,802
2018-12-15,2018-12-16,Scattered_clouds,32.4,0.0,29.2,c02d,802
2018-12-16,2018-12-17,Scattered_clouds,30.5,0.0,27.5,c02d,802
2018-12-17,2018-12-18,Scattered_clouds,26.0,0.0,24.5,c02n,802
2018-12-18,2018-12-19,Scattered_clouds,,,,,
2018-12-19,2018-12-20,Scattered_clouds,,,,,
2018-12-20,2018-12-21,Scattered_clouds,35.0,0.0,30.67,c02d,802
2018-12-21,2018-12-22,Scattered_clouds,35.0,0.0,25.0,c02d,802
2018-12-22,2018-12-23,Scattered_clouds,30.75,0.0,30.25,c02d,802
2018-12-23,2018-12-24,Scattered_clouds,,,,,
2018-12-24,2018-12-25,Scattered_clouds,,,,,
2018-12-25,2018-12-26,Scattered_clouds,33.0,0.0,25.0,c02n,802
2018-12-26,2018-12-27,Scattered_clouds,,,,,
2018-12-27,2018-12-28,Scattered_clouds,38.0,0.0,24.0,c02n,802
2018-12-28,2018-12-29,Scattered_clouds,32.4,0.0,29.8,c02d,802
2018-12-29,2018-12-30,Scattered_clouds,21.0,0.0,26.0,c02d,802
2018-12-30,2018-12-31,Scattered_clouds,36.0,0.0,28.0,c02n,802
2018-12-31,2019-01-01,Scattered_clouds,36.0,0.0,27.0,c02d,802
2019-01-01,2019-01-02,Scattered_clouds,29.75,0.0,26.75,c02d,802
2019-01-02,2019-01-03,Scattered_clouds,29.57,0.0,26.57,c02n,802
2019-01-03,2019-01-04,Scattered_clouds,33.0,0.0,30.0,c02d,802
2019-01-04,2019-01-05,Scattered_clouds,32.0,0.0,29.67,c02d,802
2019-01-05,2019-01-06,Scattered_clouds,34.57,0.0,26.86,c02n,802
2019-01-06,2019-01-07,Scattered_clouds,,,,,
2019-01-07,2019-01-08,Scattered_clouds,,,,,
2019-01-08,2019-01-09,Scattered_clouds,,,,,
2019-01-09,2019-01-10,Scattered_clouds,36.22,0.0,29.22,c02d,802
2019-01-10,2019-01-11,Scattered_clouds,,,,,
2019-01-11,2019-01-12,Scattered_clouds,,,,,
2019-01-12,2019-01-13,Scattered_clouds,30.44,0.0,28.67,c02d,802
2019-01-13,2019-01-14,Scattered_clouds,31.29,0.0,28.14,c02d,802
2019-01-14,2019-01-15,Scattered_clouds,,,,,
2019-01-15,2019-01-16,Scattered_clouds,35.25,0.0,25.5,c02d,802
2019-01-16,2019-01-17,Scattered_clouds,37.0,0.0,25.0,c02d,802
2019-01-17,2019-01-18,Scattered_clouds,,,,,
2019-01-18,2019-01-19,Scattered_clouds,,,,,
2019-01-19,2019-01-20,Scattered_clouds,30.0,0.0,26.5,c02n,802
2019-01-20,2019-01-21,Scattered_clouds,,,,,
2019-01-21,2019-01-22,Scattered_clouds,,,,,
2019-01-22,2019-01-23,Scattered_clouds,,,,,
2019-01-23,2019-01-24,Scattered_clouds,,,,,
2019-01-24,2019-01-25,Scattered_clouds,,,,,
2019-01-25,2019-01-26,Scattered_clouds,39.0,0.0,29.0,c02n,802
2019-01-26,2019-01-27,Scattered_clouds,,,,,
2019-01-27,2019-01-28,Scattered_clouds,30.2,0.0,27.0,c02d,802
2019-01-28,2019-01-29,Scattered_clouds,,,,,
2019-01-29,2019-01-30,Scattered_clouds,,,,,
2019-01-30,2019-01-31,Scattered_clouds,36.0,0.0,29.0,c02d,802
