time_start,time_end,temperature,precips,clouds
2018-11-26,2018-11-27,"[24, 24, 24, 24, 24, 24, 24, 23.9, 25, 26, 27.8, 29, 29, 28, 28, 28, 28.1, 27, 26, 25.7, 25, 25, 25, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[90, 90, 91, 89, 88, 87, 85, 84, 81, 80, 70, 63, 58, 50, 42, 51, 62, 86, 85, 83, 84, 87, 87, 93]"
2018-11-27,2018-11-28,"[24, 25, 24, 24, 24, 24, 23, 23.2, 24, 26, 26.5, 28, 30, 29.5, 31, 30, 29.7, 30, 28, 26.7, 26, 25, 23, 23]","[0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 96, 96, 96, 96, 96, 95, 86, 67, 54, 43, 44, 50, 57, 68, 74, 73, 64, 60, 60, 63, 68, 70, 68]"
2018-11-28,2018-11-29,"[22, 22, 22, 22, 22, 22, 22, 22.7, 24, 25, 26.3, 28, 29, 29, 30, 30, 29.6, 29, 27, 25, 25, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 69, 74, 86, 91, 92, 91, 91, 91, 90, 89, 89, 90, 88, 88, 88, 84, 82, 81, 82, 86, 83, 75, 57]"
2018-11-29,2018-11-30,"[22, 22, 22, None, None, None, 23, 23.2, 24, 26, 26.1, 28, 28, 27.7, 29, 29, 28, 28, 28, 26.6, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[68, 82, 92, 95, 94, 93, 93, 93, 96, 96, 96, 94, 90, 86, 89, 91, 89, 90, 92, 93, 95, 95, 95, 96]"
2018-11-30,2018-12-01,"[22, 21, 21, 21, 21, 22, 22, 22, 23, 24, 25, 25, 27, 27, 28, 29, 28.2, 27, 26, 25.3, 25, 25, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 95, 78, 60, 48, 40, 43, 52, 64, 75, 72, 70, 75, 83, 85, 81]"
2018-12-01,2018-12-02,"[23, 22, 22, 22, 21, 22, 22, 23.3, 24, 24, 25, 27, 27, 26.8, 27, 27, 27.2, 27, 26, 24.6, 24, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[75, 67, 67, 77, 79, 74, 65, 59, 55, 46, 61, 67, 51, 50, 65, 73, 70, 63, 77, 73, 59, 44, 42, 39]"
2018-12-02,2018-12-03,"[22, 21, 22, 22, 22, 22, 22, 22.7, 24, 25, 26.7, 28, 27, 27.1, 28, 28, 28.5, 29, 27, 26.3, 25, 24, 23, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 40, 39, 37, 33, 27, 24, 26, 28, 23, 20, 20, 20, 26, 39, 62, 73, 66, 63, 71, 76, 81, 85, 88]"
2018-12-03,2018-12-04,"[22, 21, 22, 21, 21, 21, 21, 21.7, 24, 25, 26.5, 27, 28, 30.3, 30, 31, 30.3, 29, 27, 25.4, 25, 24, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 90, 90, 89, 95, 97, 96, 91, 78, 73, 70, 71, 71, 66, 59, 53, 66, 73, 76, 76, 72, 65, 67, 90]"
2018-12-04,2018-12-05,"[22, 22, 22, 22, 22, 22, 22, 22, 23, 25, 26, 26, 28, 27.2, 28, 29, 28, 27, 25, 24.2, 23, 23, 22, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 96, 94, 90, 95, 96, 96, 96, 93, 95, 95, 95, 95, 95, 95, 95, 95, 88, 83, 80, 70, 67, 67, 70]"
2018-12-05,2018-12-06,"[22, 22, 21, 21, 22, 22, 22, 22.5, 24, 25, 26.9, 28, 29, 29.5, 30, 31, 31, 30, 27, 26, 25, 24, 24, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[74, 80, 81, 81, 81, 84, 92, 95, 95, 94, 94, 94, 94, 94, 86, 65, 44, 20, 22, 26, 37, 39, 40, 42]"
2018-12-06,2018-12-07,"[23, 22, 22, 22, 22, 22, 22, 22.3, 24, 26, 28, 28, 29, 30, 30, 30, 29.4, 30, 28, 26.4, 25, 25, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[45, 72, 95, 96, 96, 96, 95, 94, 77, 44, 39, 36, 35, 30, 38, 49, 74, 86, 89, 89, 88, 87, 84, 73]"
2018-12-07,2018-12-08,"[22, 22, 23, 23, 23, 22, 22, 23, 24, 26, 28, 28, 30, 30, 31, 30, 31, 29, 28, 27, 26, 25, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[65, 60, 52, 43, 37, 33, 31, 32, 33, 33, 33, 36, 46, 81, 94, 95, 95, 96, 96, 97, 97, 97, 97, 97]"
2018-12-08,2018-12-09,"[23, 22, 22, 22, 22, 22, 22, 22.3, 24, 25, 26.9, 28, 28, 29.1, 29, 29, 29, 29, 26, 25, 25, 24, 23, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 78, 55, 46, 44, 46, 43, 38, 29, 19, 14, 14, 39, 78, 93, 94, 90, 87, 91, 96, 91, 72, 47, 44]"
2018-12-09,2018-12-10,"[23, 22, 22, 22, 22, 22, 23, 22.8, 25, 26, 26.4, 27, 28, 30.6, 32, 33, 32.8, 30, 28, 27.2, 26, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42, 36, 45, 45, 37, 33, 38, 48, 55, 61, 68, 78, 79, 91, 95, 95, 95, 96, 96, 96, 97, 97, 97, 97]"
2018-12-10,2018-12-11,"[24, 24, 24, 24, 24, 24, 24, 24, 26, 27, 30, 30, 31, 31, 32, 32, 31.6, 31, 30, 28, 28, 27, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 96, 96, 95, 95, 95, 95, 96, 96, 96, 95, 95, 94, 94, 95, 95, 89, 61, 50, 58, 61, 59, 52, 34]"
2018-12-11,2018-12-12,"[25, 25, 25, 24, 24, 24, 24, 24, 26, 28, 29.5, 31, 31, 32.4, 32, 32, 30, 30, 28, 27.9, 27, 27, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0]","[26, 21, 19, 16, 17, 20, 22, 24, 23, 19, 16, 16, 36, 70, 94, 95, 96, 97, 97, 97, 97, 97, 97, 95]"
2018-12-12,2018-12-13,"[25, 24, 24, 24, 24, 24, 24, 23.8, 24, 24, 25.1, 26, 26, 25.9, 26, 27, 27.8, 28, 26, 25.2, 25, 25, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[87, 85, 93, 93, 81, 75, 72, 55, 45, 39, 38, 37, 39, 49, 64, 67, 57, 47, 51, 56, 69, 77, 91, 93]"
2018-12-13,2018-12-14,"[24, 24, 24, 24, 24, 23, 24, 23.4, 24, 25, 25.7, 27, 28, 27.3, 27, 27, 27, 27, 26, 26, 26, 26, 26, 26]","[0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.2, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]","[93, 93, 92, 88, 80, 77, 84, 80, 66, 58, 57, 57, 57, 64, 93, 95, 96, 97, 98, 98, 97, 96, 95, 94]"
2018-12-14,2018-12-15,"[25, 24, 24, 24, 24, 24, 24, 24, 26, 27, 26.9, 27, 28, 29.6, 30, 31, 30.8, 30, 30, 28, 28, 26, 26, 26]","[0.2, 0.2, 0.2, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 92, 91, 88, 89, 89, 91, 93, 92, 82, 55, 42, 42, 39, 34, 38, 45, 51, 52, 55, 64, 85, 95, 96]"
2018-12-15,2018-12-16,"[26, 25, 25, 25, 25, 25, 25, 25, 27, 28, 29, 31, 31, 31.2, 33, 33, 32, 32, 30, 29, 28, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 90, 63, 49, 51, 52, 48, 38, 24, 15, 13, 12, 9, 5, 7, 17, 30, 34, 36, 47, 60, 64, 64, 62]"
2018-12-16,2018-12-17,"[25, 24, 24, 24, 24, 24, 24, 24.1, 25, 27, 29, 30, 31, 31.3, 32, 31, 30.7, 31, 30, 29.1, 29, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[61, 59, 58, 57, 55, 53, 50, 44, 27, 4, 4, 34, 73, 94, 95, 94, 81, 75, 86, 93, 95, 88, 71, 59]"
2018-12-17,2018-12-18,"[25, 25, 24, 24, 24, 24, 24, 24.2, 25, 26, 28, 29, 32, 32.2, 33, 31, 29.8, 27, 27, 27, 27, 27, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[41, 23, 14, 11, 9, 29, 51, 75, 94, 95, 95, 95, 95, 95, 96, 97, 94, 85, 79, 88, 94, 96, 98, 98]"
2018-12-18,2018-12-19,"[23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 23.8, 24, 25, 25.2, 26, 26, 26.6, 27, 27, 27, 26, 26, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0]","[97, 97, 92, 86, 81, 78, 87, 91, 91, 79, 61, 46, 43, 47, 46, 57, 58, 60, 64, 64, 63, 72, 84, 86]"
2018-12-19,2018-12-20,"[25, 25, 25, 25, 25, 25, 25, 25.2, 27, 28, 29.3, 30, 29, 31.4, 31, 31, 30.7, 30, 28, 27, 25, 26, 25.5, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3, 0.3, 0.3, 0.3, 0.2]","[84, 89, 94, 90, 77, 82, 88, 91, 91, 94, 96, 97, 97, 97, 97, 97, 98, 98, 98, 98, 98, 98, 98, 98]"
2018-12-20,2018-12-21,"[24, 25, 25, 25, 25, 24, 24, 24, 24, 25, 27, 29, 30, 30.9, 31, 32, 31.3, 29, 27, 25.1, 25, 24, 24, 24]","[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.1, 0.2, 0.1, 0, 0, 0, 0, 0.1, 0.1, 0.2, 0.3, 0.3, 0.2, 0.2, 0.2, 0.3, 0.4, 0.6]","[98, 98, 99, 98, 95, 82, 74, 81, 80, 64, 60, 91, 94, 79, 52, 31, 35, 39, 51, 64, 76, 79, 75, 74]"
2018-12-21,2018-12-22,"[24, 24, 23, 23, 23, 24, 24, 24, 24, 24, 25, 26, 26, 27, 28, 28, 28, 28, 27, 26.6, 27, 27, 27, 27]","[0.7, 0.6, 0.5, 0.3, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1]","[73, 74, 77, 80, 80, 81, 85, 78, 61, 41, 35, 43, 49, 50, 51, 58, 63, 72, 80, 84, 90, 94, 97, 95]"
2018-12-22,2018-12-23,"[26, 25, 25, 26, 25, 24, 24, 24, 24, 24, 25, 27, 29, 30.9, 31, 31, 30.8, 31, 29, 28, 27, 26, 26, 25]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0.4, 0.3, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.3, 0.2, 0.2, 0.2, 0.3, 0.3, 0.4, 0.5]","[96, 98, 98, 95, 89, 79, 76, 73, 67, 64, 75, 66, 39, 24, 24, 36, 47, 49, 57, 61, 63, 61, 60, 62]"
2018-12-23,2018-12-24,"[25, 25, 25, 24, 25, 25, 24, 24, 25, 26, 26.5, 29, 29, 29.5, 32, 32, 30, 30, 28, 26.5, 26, 25, 26, 25]","[0.7, 1, 1.1, 1.1, 0.8, 0.6, 0.4, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2]","[65, 66, 65, 62, 65, 72, 81, 89, 96, 95, 95, 95, 95, 95, 95, 81, 64, 52, 59, 67, 70, 72, 72, 72]"
2018-12-24,2018-12-25,"[24, 25, 24, 24, 24, 24, 24, 23.9, 24, 25, 25.2, 26, 27, 28.2, 29, 30, 29.4, 29, 28, 28, 27, 26, 26, 26]","[0.2, 0.2, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[75, 79, 82, 81, 77, 69, 56, 45, 44, 49, 59, 67, 69, 73, 82, 88, 92, 91, 91, 89, 82, 75, 63, 45]"
2018-12-25,2018-12-26,"[25, 25, 25, 24, 24, 24, 24, 24.4, 27, 27, 28.1, 29, 31, 32.2, 32, 31, 30.6, 30, 29, 28.2, 28, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[33, 42, 68, 78, 79, 76, 70, 69, 77, 91, 95, 95, 95, 92, 81, 60, 47, 46, 53, 58, 62, 67, 72, 78]"
2018-12-26,2018-12-27,"[25, 25, 25, 25, 24, 23, 24, 24.2, 25, 24, 25.1, 26, 28, 29, 30, 30, 30, 30, 30, 29.1, 29, 28, 27, 25]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2]","[90, 98, 97, 96, 95, 95, 95, 96, 95, 94, 94, 94, 95, 95, 83, 61, 60, 62, 60, 61, 62, 63, 72, 78]"
2018-12-27,2018-12-28,"[25, 25, 25, 25, 25, 24, 24, 23.6, 24, 24, 25, 26, 28, 28.3, 29, 30, 30, 29, 28, 28, 28, 27, 27, 26]","[0.3, 0.3, 0.3, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[82, 80, 75, 64, 48, 38, 41, 60, 76, 90, 95, 95, 94, 94, 90, 85, 86, 92, 96, 98, 98, 98, 98, 98]"
2018-12-28,2018-12-29,"[26, 25, 24, 24, 24, 25, 24, 25, 26, 27, 29, 30, 30, 31, 32, 32, 31.6, 31, 30, 29, 29, 27, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[98, 98, 97, 97, 94, 75, 54, 27, 11, 4, 10, 19, 23, 12, 15, 36, 37, 39, 49, 62, 70, 75, 79, 87]"
2018-12-29,2018-12-30,"[25, 25, 25, 25, 25, 25, 24, 24.4, 25, 26, 27, 28, 29, 29.1, 29, 30, 29, 28, 28, 27, 27, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.3, 0.4, 0.4, 0.4, 0.4]","[94, 98, 97, 96, 95, 94, 89, 78, 51, 21, 2, 1, 5, 6, 12, 62, 96, 96, 97, 98, 98, 94, 91, 89]"
2018-12-30,2018-12-31,"[26, 25, 25, 25, 25, 24, 25, 25.1, 25, 27, 28.8, 31, 32, 33, 32, 33, 31, 31, 31, 27, 26, 26, 26, 26]","[0.4, 0.4, 0.3, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2]","[89, 90, 89, 78, 58, 35, 17, 10, 4, 1, 1, 6, 37, 53, 68, 88, 96, 94, 89, 83, 73, 60, 60, 64]"
2018-12-31,2019-01-01,"[25, 25, 25, 24, 25, 25, 25, 24, 25, 25, 25.8, 27, 29, 28.1, 29, 29, 31, 30, 29, 24.6, 28, 29, 28, 27]","[0.3, 0.4, 0.5, 0.5, 0.4, 0.2, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[66, 70, 75, 76, 77, 78, 84, 69, 48, 34, 17, 3, 2, 4, 12, 38, 77, 91, 92, 90, 84, 74, 60, 55]"
2019-01-01,2019-01-02,"[26, 26, 25, 25, 25, 25, 25, 22.6, 26, 27, 25.4, 27, 27, 28.4, 30, 32, 31, 31, 30, 28, 28, 28, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1]","[56, 58, 59, 63, 67, 72, 81, 81, 73, 57, 34, 21, 27, 37, 44, 63, 88, 95, 95, 95, 95, 79, 58, 57]"
2019-01-02,2019-01-03,"[26, 26, 25, 25, 25, 24, 25, 25, 26, 28, 28, 30, 31, 30.9, 31, 31, 32.7, 32, 31, 29.4, 29, 28, 27, 27]","[0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52, 36, 31, 31, 23, 15, 15, 15, 11, 3, 0, 1, 5, 8, 7, 5, 3, 5, 22, 46, 53, 51, 40, 24]"
2019-01-03,2019-01-04,"[26, 25, 25, 25, 25, 25, 25, 25, 26, 27, 28.6, 30, 30, 30.5, 30, 30, 30.1, 30, 28, 29, 28, 28, 27, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 19, 16, 13, 10, 12, 17, 17, 10, 1, 1, 1, 3, 6, 13, 30, 32, 37, 46, 58, 75, 84, 89, 97]"
2019-01-04,2019-01-05,"[26, 26, 25, 25, 25, 25, 25, 24.9, 26, 27, 29, 29, 30, 31.8, 32, 33, 32, 33, 32, 31.5, 31, 29, 28, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[98, 94, 88, 86, 84, 74, 56, 28, 17, 13, 5, 1, 4, 6, 16, 31, 37, 41, 60, 55, 57, 68, 62, 41]"
2019-01-05,2019-01-06,"[26, 25, 25, 25, 26, 26, 25, 25.4, 26, 28, 29, 29, 29, 31.3, 30, 30, 29, 29, 29, 28.3, 28, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[35, 40, 40, 36, 44, 56, 57, 55, 42, 29, 22, 13, 8, 10, 14, 40, 62, 69, 72, 80, 85, 90, 92, 91]"
2019-01-06,2019-01-07,"[26, 26, 26, 26, 26, 26, 26, 25.4, 25, 25, 25, 25, 27, 27, 27, 26, 27, 27, 26, 25.7, 25, 26, 24, 23]","[0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.5, 0.7]","[87, 95, 98, 98, 98, 98, 98, 98, 97, 95, 96, 97, 96, 90, 81, 85, 91, 91, 88, 90, 92, 93, 94, 89]"
2019-01-07,2019-01-08,"[23, 24, 23, 23, 23, 23, 23, 23.2, 24, 25, 25.4, 25, 26, 27, 30, 29, 29.1, 29, 27, 26, 26, 25, 25, 25]","[0.8, 0.9, 1.1, 1.1, 0.9, 0.7, 0.4, 0.9, 0.6, 0.4, 0.3, 0.3, 0.4, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.5, 0.7, 1.2, 2, 2.4]","[92, 92, 95, 94, 93, 89, 81, 78, 69, 49, 53, 56, 60, 59, 59, 61, 66, 71, 83, 88, 91, 92, 93, 96]"
2019-01-08,2019-01-09,"[24, 24, 24, 24, 24, 24, 23, 23.4, 23, 24, 24, 25, 26, 27.1, 29, 29.2, 29.4, 29, 27, 26.9, 27, 27, 26, 26]","[2.2, 1.5, 1, 0.8, 0.8, 1, 1.1, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0, 0, 0.1, 0, 0]","[96, 96, 96, 96, 96, 97, 93, 89, 87, 89, 89, 85, 82, 83, 84, 83, 83, 85, 87, 87, 85, 84, 83, 83]"
2019-01-09,2019-01-10,"[26, 25, 25, 24, 24, 24, 24, 24.5, 26, 27, 28.2, 30, 30, 31, 31, 31, 31, 30, 28, 27.7, 27, 27, 26, 26]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.3]","[86, 87, 87, 87, 88, 89, 89, 86, 81, 77, 66, 51, 41, 38, 33, 29, 36, 37, 38, 38, 39, 38, 41, 45]"
2019-01-10,2019-01-11,"[25, 25, 25, 25, 25, 25, 24, 24.7, 25, 25, 25.1, 25, 26, 25.6, 25, 26, 26.1, 26, 26, 25.1, 26, 25, 25, 25]","[0.3, 0.4, 0.4, 0.5, 0.5, 0.4, 0.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0.1, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2]","[48, 53, 58, 60, 58, 56, 58, 69, 82, 84, 83, 79, 76, 82, 84, 88, 92, 91, 83, 84, 91, 83, 62, 48]"
2019-01-11,2019-01-12,"[24, 24, 25, 24, 24, 24, 24, 24, 25, 27, 27.3, 29, 29, 29.4, 29, 30, 27.9, 29, 28, 27.3, 27, 27, 26, 26]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0.1, 0]","[53, 57, 59, 57, 72, 81, 81, 67, 63, 83, 88, 86, 87, 90, 90, 91, 91, 92, 92, 91, 92, 92, 91, 85]"
2019-01-12,2019-01-13,"[26, 25, 25, 25, 25, 25, 25, 25.2, 26, 27, 28, 29, 29, 29.6, 30, 29, 29.1, 28, 27, 27, 27, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]","[85, 90, 92, 92, 89, 87, 88, 80, 54, 35, 30, 28, 28, 27, 27, 32, 30, 37, 56, 71, 84, 88, 90, 91]"
2019-01-13,2019-01-14,"[26, 26, 26, 25, 25, 24, 25, 24.6, 26, 27, 28, 27, 28, 29.5, 29, 29, 27.4, 28, 27, 26.5, 26, 25, 26, 25]","[0.2, 0.3, 0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[90, 85, 76, 74, 77, 89, 85, 64, 47, 35, 27, 19, 20, 23, 26, 38, 41, 35, 35, 45, 63, 70, 77, 79]"
2019-01-14,2019-01-15,"[25, 25, 25, 25, 24, 25, 25, 24, 24, 25, 24.4, 26, 27, 27.8, 28, 27, 28.6, 27, 25, 24.5, 25, 24, 24, 24]","[0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.5, 0.4, 0.3, 0.3, 0.5, 0.8, 1, 1, 1.1, 1.1, 1.2, 1.4, 1.6, 1.9, 2.2, 2.2, 1.8]","[80, 78, 75, 69, 66, 66, 77, 86, 92, 95, 95, 94, 93, 87, 84, 88, 95, 98, 98, 98, 97, 95, 95, 94]"
2019-01-15,2019-01-16,"[24, 23, 23, 22, 23, 23, 23, 23.5, 24, 26, 26.3, 26, 25, 26, 27, 28, 28, 28, 28, 25.8, 26, 27, 26, 26]","[1.3, 0.8, 0.5, 0.3, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2]","[84, 75, 65, 64, 64, 61, 58, 48, 32, 33, 36, 40, 45, 58, 72, 81, 84, 87, 91, 94, 95, 94, 94, 94]"
2019-01-16,2019-01-17,"[25, 25, 25, 24, 24, 24, 24, 24.2, 25, 26, 27.9, 28, 30, 30.3, 30, 30, 30, 28, 25, 24.3, 24, 24, 23, 23]","[0.2, 0.2, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[94, 95, 95, 91, 79, 63, 52, 41, 37, 43, 47, 48, 54, 76, 95, 97, 97, 98, 98, 98, 98, 99, 99, 98]"
2019-01-17,2019-01-18,"[23, 23, 23, 24, 23, 23, 24, 24, 24, 25, 25.1, 25, 27, 29.2, 29, 29, 29, 29, 27, 25.8, 26, 26, 26, 26]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 90, 79, 76, 74, 73, 77, 79, 79, 74, 67, 84, 95, 96, 97, 97, 97, 97, 98, 98, 97, 92, 81, 78]"
2019-01-18,2019-01-19,"[26, 25, 26, 25, 25, 25, 25, 25, 25, 27, 28.2, 29, 28, 28.9, 29, 28, 28, 26, 25, 26.7, 27, 26, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.3, 0.4, 0.5, 0.8, 0.8, 0.7, 0.6, 0.6]","[82, 90, 97, 98, 98, 98, 98, 98, 96, 96, 95, 93, 89, 64, 60, 56, 60, 67, 72, 74, 74, 73, 73, 73]"
