time_start,time_end,cloud_description,clouds,precip,temperature,icon,code
2016-11-13,2016-11-14,Broken_clouds,,,,,
2016-11-14,2016-11-15,Broken_clouds,66.0,0.0,28.67,c03d,803
2016-11-15,2016-11-16,Broken_clouds,51.3,0.0,25.7,c03n,803
2016-11-16,2016-11-17,Broken_clouds,63.83,0.0,28.67,c03n,803
2016-11-17,2016-11-18,Broken_clouds,,,,,
2016-11-18,2016-11-19,Broken_clouds,52.5,0.0,22.0,c03d,803
2016-11-19,2016-11-20,Broken_clouds,,,,,
2016-11-20,2016-11-21,Broken_clouds,66.0,0.0,26.0,c03n,803
2016-11-21,2016-11-22,Broken_clouds,53.0,0.0,26.5,c03d,803
2016-11-22,2016-11-23,Broken_clouds,,,,,
2016-11-23,2016-11-24,Broken_clouds,53.57,0.0,24.71,c03n,803
2016-11-24,2016-11-25,Broken_clouds,55.27,0.0,23.73,c03n,803
2016-11-25,2016-11-26,Broken_clouds,,,,,
2016-11-26,2016-11-27,Broken_clouds,57.0,0.0,26.57,c03n,803
2016-11-27,2016-11-28,Broken_clouds,58.0,0.0,32.0,c03d,803
2016-11-28,2016-11-29,Broken_clouds,53.6,0.0,27.2,c03d,803
2016-11-29,2016-11-30,Broken_clouds,49.75,0.0,25.75,c03n,803
2016-11-30,2016-12-01,Broken_clouds,64.25,0.0,12.0,c03n,803
2016-12-01,2016-12-02,Broken_clouds,57.17,0.0,25.92,c03n,803
2016-12-02,2016-12-03,Broken_clouds,57.0,0.0,31.17,c03d,803
2016-12-03,2016-12-04,Broken_clouds,60.5,0.0,27.5,c03d,803
2016-12-04,2016-12-05,Broken_clouds,61.0,0.0,27.33,c03n,803
2016-12-05,2016-12-06,Broken_clouds,58.45,0.0,25.27,c03n,803
2016-12-06,2016-12-07,Broken_clouds,53.4,0.0,26.0,c03d,803
2016-12-07,2016-12-08,Broken_clouds,,,,,
2016-12-08,2016-12-09,Broken_clouds,64.0,0.0,26.0,c03d,803
2016-12-09,2016-12-10,Broken_clouds,56.57,0.0,26.71,c03d,803
2016-12-10,2016-12-11,Broken_clouds,49.0,0.0,28.5,c03d,803
2016-12-11,2016-12-12,Broken_clouds,57.6,0.0,29.8,c03d,803
2016-12-12,2016-12-13,Broken_clouds,57.56,0.0,28.56,c03d,803
2016-12-13,2016-12-14,Broken_clouds,59.5,0.0,25.93,c03n,803
2016-12-14,2016-12-15,Broken_clouds,,,,,
2016-12-15,2016-12-16,Broken_clouds,65.5,0.0,27.75,c03d,803
2016-12-16,2016-12-17,Broken_clouds,,,,,
2016-12-17,2016-12-18,Broken_clouds,49.44,0.0,29.44,c03d,803
2016-12-18,2016-12-19,Broken_clouds,55.67,0.0,25.0,c03n,803
2016-12-19,2016-12-20,Broken_clouds,43.0,0.0,28.5,c03n,803
2016-12-20,2016-12-21,Broken_clouds,53.38,0.0,28.25,c03d,803
2016-12-21,2016-12-22,Broken_clouds,59.0,0.0,24.0,c03d,803
2016-12-22,2016-12-23,Broken_clouds,52.73,0.0,21.36,c03n,803
2016-12-23,2016-12-24,Broken_clouds,62.33,0.0,31.67,c03d,803
2016-12-24,2016-12-25,Broken_clouds,52.91,0.0,30.27,c03d,803
2016-12-25,2016-12-26,Broken_clouds,57.56,0.0,29.56,c03n,803
2016-12-26,2016-12-27,Broken_clouds,53.3,0.0,27.3,c03n,803
2016-12-27,2016-12-28,Broken_clouds,55.75,0.0,30.0,c03n,803
2016-12-28,2016-12-29,Broken_clouds,58.12,0.0,25.88,c03n,803
2016-12-29,2016-12-30,Broken_clouds,55.45,0.0,30.09,c03d,803
2016-12-30,2016-12-31,Broken_clouds,54.17,0.0,28.0,c03d,803
2016-12-31,2017-01-01,Broken_clouds,48.33,0.0,27.83,c03n,803
2017-01-01,2017-01-02,Broken_clouds,67.8,0.0,17.4,c03d,803
2017-01-02,2017-01-03,Broken_clouds,53.58,0.0,24.47,c03n,803
2017-01-03,2017-01-04,Broken_clouds,52.38,0.0,30.75,c03n,803
2017-01-04,2017-01-05,Broken_clouds,60.23,0.0,27.77,c03n,803
2017-01-05,2017-01-06,Broken_clouds,53.1,0.0,27.1,c03d,803
2017-01-06,2017-01-07,Broken_clouds,57.67,0.0,25.67,c03d,803
2017-01-07,2017-01-08,Broken_clouds,,,,,
2017-01-08,2017-01-09,Broken_clouds,,,,,
2017-01-09,2017-01-10,Broken_clouds,66.75,0.0,23.75,c03d,803
2017-01-10,2017-01-11,Broken_clouds,65.0,0.0,23.0,c03d,803
2017-01-11,2017-01-12,Broken_clouds,55.75,0.0,24.62,c03d,803
2017-01-12,2017-01-13,Broken_clouds,,,,,
2017-01-13,2017-01-14,Broken_clouds,56.2,0.0,26.8,c03d,803
2017-01-14,2017-01-15,Broken_clouds,55.27,0.0,26.55,c03d,803
2017-01-15,2017-01-16,Broken_clouds,,,,,
2017-01-16,2017-01-17,Broken_clouds,50.38,0.0,29.25,c03n,803
2017-01-17,2017-01-18,Broken_clouds,50.0,0.0,28.09,c03d,803
2017-01-18,2017-01-19,Broken_clouds,52.12,0.0,27.62,c03n,803
2017-01-19,2017-01-20,Broken_clouds,55.73,0.0,26.91,c03n,803
2017-01-20,2017-01-21,Broken_clouds,,,,,
2017-01-21,2017-01-22,Broken_clouds,,,,,
2017-01-22,2017-01-23,Broken_clouds,58.89,0.0,29.78,c03d,803
2017-01-23,2017-01-24,Broken_clouds,65.33,0.0,27.0,c03d,803
2017-01-24,2017-01-25,Broken_clouds,47.33,0.0,31.44,c03d,803
2017-01-25,2017-01-26,Broken_clouds,,,,,
2017-01-26,2017-01-27,Broken_clouds,,,,,
2017-01-27,2017-01-28,Broken_clouds,64.67,0.0,27.0,c03d,803
2017-01-28,2017-01-29,Broken_clouds,59.0,0.0,26.67,c03n,803
2017-01-29,2017-01-30,Broken_clouds,55.8,0.0,27.2,c03d,803
2017-01-30,2017-01-31,Broken_clouds,64.0,0.0,25.5,c03d,803
